"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
6.7,in solution,20,ethanol,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1956, vol. 38, p. 65,73]"
,,,,,,,Full Text
,,,,,,,Details
10.2,in solution,30,ethanol,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1956, vol. 38, p. 65,73]"
,,,,,,,Full Text
,,,,,,,Details
100,in solution,20,acetone,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1956, vol. 38, p. 65,73]"
,,,,,,,Full Text
,,,,,,,Details
180,in solution,30,acetone,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1956, vol. 38, p. 65,73]"
,,,,,,,Full Text
,,,,,,,Details
360,in solution,40,acetone,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1956, vol. 38, p. 65,73]"
,,,,,,,Full Text
,,,,,,,Details
