"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.2 - 250,in pure solvent,,"N,N-dimethyl acetamide",,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.2 - 250,in pure solvent,,acetic acid,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
1.5,in pure solvent,,n-heptane,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
200 - 250,in pure solvent,,isopropyl alcohol,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
250,in pure solvent,,ethanol,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
250,in pure solvent,,1-Propyl acetate,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
333,in pure solvent,,toluene,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
500,in pure solvent,,2-methyltetrahydrofuran,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
500,in pure solvent,,methanol,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
500,in pure solvent,,ethyl acetate,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
500,in pure solvent,,acetone,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
500,in pure solvent,,acetonitrile,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
60,in pure solvent,,tert-butyl methyl ether,,Paragraph 00198,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.052,in pure solvent,20,water,,Paragraph 00198; 00206,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.532,in pure solvent,45,water,,Paragraph 00206,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
1.518,in pure solvent,,n-heptane,,Paragraph 00206,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
2.386,in pure solvent,,"acetone, water",acetone (1 relative); water (2 relative),Paragraph 00206,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
2.697,in pure solvent,,"N,N-dimethyl acetamide, water","N,N-dimethylacetamide (1 relative); water (1 relative)",Paragraph 00206,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
2.739,in pure solvent,,"isopropyl alcohol, water",propan-2-ol (1 relative); water (2 relative),Paragraph 00206,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
3.025,in pure solvent,,"ethanol, water",ethanol (2 relative); water (3 relative),Paragraph 00206,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
3.648,in pure solvent,,"methanol, water",methanol (1 relative); water (1 relative),Paragraph 00206,,"Current Patent Assignee:?VERTEX PHARMACEUTICALS?- WO2014/22639,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
