"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,H2O,,,100 g solvent dissolves. 0.01 g Substance.,"Haid;?Globig[vol. 21, p. 164][Chemisches Zentralblatt,?1927, vol. 98, # I, p. 967]"
,,,,,,,Full Text
,,,,,,,Details
,,,ethanol,,,100 g solvent dissolves. 0.01 g Substance.,"Haid;?Globig[vol. 21, p. 164][Chemisches Zentralblatt,?1927, vol. 98, # I, p. 967]"
,,,,,,,Full Text
,,,,,,,Details
,,,diethyl ether,,,100 g solvent dissolves. 0.017 g Substance.,"Haid;?Globig[vol. 21, p. 164][Chemisches Zentralblatt,?1927, vol. 98, # I, p. 967]"
,,,,,,,Full Text
,,,,,,,Details
,,,acetone,,,100 g solvent dissolves. 0.33 g Substance.,"Haid;?Globig[vol. 21, p. 164][Chemisches Zentralblatt,?1927, vol. 98, # I, p. 967]"
,,,,,,,Full Text
,,,,,,,Details
,,,CHCl3,,,100 g solvent dissolves. 0.54 g Substance.,"Haid;?Globig[vol. 21, p. 164][Chemisches Zentralblatt,?1927, vol. 98, # I, p. 967]"
,,,,,,,Full Text
,,,,,,,Details
,,,"1,2-diacetoxy-ethane",,,,"Taylor;?Rinkenbach[Journal of the American Chemical Society,?1926, vol. 48, p. 1309]"
,,,,,,,Full Text
,,,,,,,Details
