"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.0125,in solution,25,ethanol,,,,"Hopkins[Journal of the American Chemical Society,?1923, vol. 45, p. 542]"
,,,,,,,Full Text
,,,,,,,Details
0.125,in solution,25,methanol,,,,"Hopkins[Journal of the American Chemical Society,?1923, vol. 45, p. 542]"
,,,,,,,Full Text
,,,,,,,Details
0.25,in solution,25,benzene,,,,"Hopkins[Journal of the American Chemical Society,?1923, vol. 45, p. 542]"
,,,,,,,Full Text
,,,,,,,Details
0.125,in solution,25,diethyl ether,,,,"Hopkins[Journal of the American Chemical Society,?1923, vol. 45, p. 542]"
,,,,,,,Full Text
,,,,,,,Details
0.25,in solution,25,acetone,,,,"Hopkins[Journal of the American Chemical Society,?1923, vol. 45, p. 542]"
,,,,,,,Full Text
,,,,,,,Details
