"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,18,diethyl ether,,,"0,23 g solvent dissolves. 1 mg Substance.","Bridel;?Charaux[Bulletin de la Societe de Chimie Biologique,?1930, vol. 12, p. 615,768]"
,,,,,,,Full Text
,,,,,,,Details
,,18,CHCl3,,,40 g solvent dissolves. 1 mg Substance.,"Bridel;?Charaux[Bulletin de la Societe de Chimie Biologique,?1930, vol. 12, p. 615,768]"
,,,,,,,Full Text
,,,,,,,Details
,,18,ethyl acetate,,,20 mg solvent dissolves. 1 mg Substance.,"Bridel;?Charaux[Bulletin de la Societe de Chimie Biologique,?1930, vol. 12, p. 615,768]"
,,,,,,,Full Text
,,,,,,,Details
,,18,acetic acid,,,0.58 g solvent dissolves. 1 mg Substance.,"Bridel;?Charaux[Bulletin de la Societe de Chimie Biologique,?1930, vol. 12, p. 615,768]"
,,,,,,,Full Text
,,,,,,,Details
,,18,acetone,,,17 mg solvent dissolves. 1 mg Substance.,"Bridel;?Charaux[Bulletin de la Societe de Chimie Biologique,?1930, vol. 12, p. 615,768]"
,,,,,,,Full Text
,,,,,,,Details
,,18,butan-1-ol,,,58 mg solvent dissolves. 1 mg Substance.,"Bridel;?Charaux[Bulletin de la Societe de Chimie Biologique,?1930, vol. 12, p. 615,768]"
,,,,,,,Full Text
,,,,,,,Details
,,18,ethanol,,,22 mg solvent dissolves. 1 mg Substance.,"Bridel;?Charaux[Bulletin de la Societe de Chimie Biologique,?1930, vol. 12, p. 615,768]"
,,,,,,,Full Text
,,,,,,,Details
,,18,methanol,,,23 mg solvent dissolves. 1 mg Substance.,"Bridel;?Charaux[Bulletin de la Societe de Chimie Biologique,?1930, vol. 12, p. 615,768]"
,,,,,,,Full Text
,,,,,,,Details
,,18,aq. ethanol,,,27 mg solvent dissolves. 1 mg Substance.,"Bridel;?Charaux[Bulletin de la Societe de Chimie Biologique,?1930, vol. 12, p. 615,768]"
,,,,,,,Full Text
,,,,,,,Details
