"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,in H2O,"Cox et al.[Journal of the Chemical Society. Perkin transactions II,?1974, p. 1678]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in Wasser/Sulfolan-Gemischen,"Cox et al.[Journal of the Chemical Society. Perkin transactions II,?1974, p. 1678]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loesl. in H2O-CH3OH,"Letellier[Bulletin de la Societe Chimique de France,?1973, p. 1569,1570]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in H2O/HClO4,"Rodima et al.[Organic Reactivity,?1970, vol. 7, p. 569,570,571]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in W.+Me. (Fig.3),"Gaboriaud[Journal de Chimie Physique et de Physico-Chimie Biologique,?1969, vol. 66, p. 10,15]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,i.W. unl.,"Hambly;?O'Grady[Australian Journal of Chemistry,?1964, vol. 17, p. 860,865]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,wss.H2SO4,"Boyd[Journal of the American Chemical Society,?1963, vol. 85, p. 1555,1557]"
,,,,,,,Full Text
,,,,,,,Details
,,19.5,H2O,,,100 g solvent dissolves. 0.106 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,50,H2O,,,100 g solvent dissolves. 0.012 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 0.123 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,17,diethyl ether,,,100 g solvent dissolves. 0.121 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,17,CHCl3,,,100 g solvent dissolves. 0.322 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,17.5,CCl4,,,100 g solvent dissolves. 0.003 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,17.5,CS2,,,100 g solvent dissolves. 0.013 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,19.5,methanol,,,100 g solvent dissolves. 0.245 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,19.5,aq. ethanol (96percent),,,100 g solvent dissolves. 0.120 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,19.5,ethanol,,,100 g solvent dissolves. 0.127 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,19.5,acetone,,,100 g solvent dissolves. 4.798 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,19.5,ethyl acetate,,,100 g solvent dissolves. 1.898 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,19.5,benzene,,,100 g solvent dissolves. 0.907 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,21.5,toluene,,,100 g solvent dissolves. 1.108 g Substance.,"Desvergnes[1931, vol. 40, p. 35]"
,,,,,,,Full Text
,,,,,,,Details
,,20,H2SO4,,,,"Fluerscheim;?Holmes[Journal of the Chemical Society,?1928, p. 3044]"
,,,,,,,Full Text
,,,,,,,Details
,,50,acetone,,,,"Fluerscheim;?Holmes[Journal of the Chemical Society,?1928, p. 3044]"
,,,,,,,Full Text
,,,,,,,Details
,,74.5,benzene,,,,"Fluerscheim;?Holmes[Journal of the Chemical Society,?1928, p. 3044]"
,,,,,,,Full Text
,,,,,,,Details
,,75,acetic acid,,,,"Fluerscheim;?Holmes[Journal of the Chemical Society,?1928, p. 3044]"
,,,,,,,Full Text
,,,,,,,Details
