"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
1,in pure solvent,20,methanol,,,,"Gauthier et al.[Annales Pharmaceutiques Francaises,?1958, vol. 16, p. 757,760, 762]"
,,,,,,,Full Text
,,,,,,,Details
10,in pure solvent,20,ethanol,,,,"Gauthier et al.[Annales Pharmaceutiques Francaises,?1958, vol. 16, p. 757,760, 762]"
,,,,,,,Full Text
,,,,,,,Details
500,in pure solvent,20,acetone,,,,"Gauthier et al.[Annales Pharmaceutiques Francaises,?1958, vol. 16, p. 757,760, 762]"
,,,,,,,Full Text
,,,,,,,Details
40,in pure solvent,20,CHCl3,,,,"Gauthier et al.[Annales Pharmaceutiques Francaises,?1958, vol. 16, p. 757,760, 762]"
,,,,,,,Full Text
,,,,,,,Details
25,in pure solvent,20,benzene,,,,"Gauthier et al.[Annales Pharmaceutiques Francaises,?1958, vol. 16, p. 757,760, 762]"
,,,,,,,Full Text
,,,,,,,Details
