"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,in 0.5 molarer wss. Na2CO3-Lsg.: 0.01 g/100 ml,"Hin;?Jones[Journal of Inorganic and Nuclear Chemistry,?1964, vol. 26, p. 781]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in Chlf.: 0.47 g/100 ml,"Hin;?Jones[Journal of Inorganic and Nuclear Chemistry,?1964, vol. 26, p. 781]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in 0.1 n-wss. NaOH: 0.1 g/100 ml,"Hin;?Jones[Journal of Inorganic and Nuclear Chemistry,?1964, vol. 26, p. 781]"
,,,,,,,Full Text
,,,,,,,Details
9.149,in pure solvent,25,CHCl3 / H2O,,,,"Dyrssen et al.[Acta Chemica Scandinavica (1947),?1956, vol. 10, p. 341,346]"
,,,,,,,Full Text
,,,,,,,Details
0.0194,in solution,20,H2O,,,,"Wasil'ew et al.[Uchenye Zapiski, Kazanskii Gosudarstvennyi Universitet,?1953, vol. 113, # 8, p. 75,78, 79][Chem.Abstr.,?1955, p. 10013]"
,,,,,,,Full Text
,,,,,,,Details
,,20,aq. HCl (0.05-4n),,,,"Wasil'ew et al.[Uchenye Zapiski, Kazanskii Gosudarstvennyi Universitet,?1953, vol. 113, # 8, p. 75,78, 79][Chem.Abstr.,?1955, p. 10013]"
,,,,,,,Full Text
,,,,,,,Details
,,20,aq. NaOH (0.0005-0.5n),,,,"Wasil'ew et al.[Uchenye Zapiski, Kazanskii Gosudarstvennyi Universitet,?1953, vol. 113, # 8, p. 75,78, 79][Chem.Abstr.,?1955, p. 10013]"
,,,,,,,Full Text
,,,,,,,Details
4.665,in pure solvent,20,acetone,,,,"Wasil'ew et al.[Uchenye Zapiski, Kazanskii Gosudarstvennyi Universitet,?1953, vol. 113, # 8, p. 75,78, 79][Chem.Abstr.,?1955, p. 10013]"
,,,,,,,Full Text
,,,,,,,Details
,,20,aq. acetone,,,,"Wasil'ew et al.[Uchenye Zapiski, Kazanskii Gosudarstvennyi Universitet,?1953, vol. 113, # 8, p. 75,78, 79][Chem.Abstr.,?1955, p. 10013]"
,,,,,,,Full Text
,,,,,,,Details
,,20,aq. HCl / acetone,,,,"Wasil'ew et al.[Uchenye Zapiski, Kazanskii Gosudarstvennyi Universitet,?1953, vol. 113, # 8, p. 75,78, 79][Chem.Abstr.,?1955, p. 10013]"
,,,,,,,Full Text
,,,,,,,Details
0.02,in solution,,H2O,,,,"Berg;?Kuestenmacher[Zeitschrift fur Anorganische und Allgemeine Chemie,?1932, vol. 204, p. 216]"
,,,,,,,Full Text
,,,,,,,Details
10,in solution,,acetone,,,,"Berg;?Kuestenmacher[Zeitschrift fur Anorganische und Allgemeine Chemie,?1932, vol. 204, p. 216]"
,,,,,,,Full Text
,,,,,,,Details
40,in solution,,benzene,,,,"Berg;?Kuestenmacher[Zeitschrift fur Anorganische und Allgemeine Chemie,?1932, vol. 204, p. 216]"
,,,,,,,Full Text
,,,,,,,Details
50,in solution,,aq. HCl (1n),,,,"Berg;?Kuestenmacher[Zeitschrift fur Anorganische und Allgemeine Chemie,?1932, vol. 204, p. 216]"
,,,,,,,Full Text
,,,,,,,Details
