"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,"soluble in acetone, ethyl acetate, and CHCl3; insoluble in water","Zhang, Mohan;?Weiss, Richard G.[ChemPhysChem,?2016, vol. 17, # 24, p. 4059 - 4067]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,,,tetrahydrofuran,,,100 g solvent dissolves. 25.0 g Substance.,"Cremer;?Schuhler[Biochemische Zeitschrift,?1949, vol. 320, p. 113]"
,,,,,,,Full Text
,,,,,,,Details
,,,"tetrahydrofuran, H2O",92:08:00,,100 g solvent dissolves. 23.75 g Substance.,"Cremer;?Schuhler[Biochemische Zeitschrift,?1949, vol. 320, p. 113]"
,,,,,,,Full Text
,,,,,,,Details
200,in solution,,ethanol,,,,"Bell;?Taub[Journal of the American Pharmaceutical Association (1912),?1942, vol. 31, p. 76][Chem.Abstr.,?1942, p. 3003]"
,,,,,,,Full Text
,,,,,,,Details
50,in solution,,acetone,,,,"Bell;?Taub[Journal of the American Pharmaceutical Association (1912),?1942, vol. 31, p. 76][Chem.Abstr.,?1942, p. 3003]"
,,,,,,,Full Text
,,,,,,,Details
5,in solution,,toluene,,,,"Bell;?Taub[Journal of the American Pharmaceutical Association (1912),?1942, vol. 31, p. 76][Chem.Abstr.,?1942, p. 3003]"
,,,,,,,Full Text
,,,,,,,Details
