"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.4,in solution,,ethanol,,,at:20-25 degreeC.,"Bernimolin[Chemische Berichte,?1954, vol. 87, p. 640,645]"
,,,,,,,Full Text
,,,,,,,Details
4,in solution,,acetone,,,at:20-25 degreeC.,"Bernimolin[Chemische Berichte,?1954, vol. 87, p. 640,645]"
,,,,,,,Full Text
,,,,,,,Details
22,in solution,,CHCl3,,,at:20-25 degreeC.,"Bernimolin[Chemische Berichte,?1954, vol. 87, p. 640,645]"
,,,,,,,Full Text
,,,,,,,Details
18.3,in solution,,CCl4,,,at:20-25 degreeC.,"Bernimolin[Chemische Berichte,?1954, vol. 87, p. 640,645]"
,,,,,,,Full Text
,,,,,,,Details
