"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,0,acetone,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,0,methanol,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,0,H2SO4,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,0,aq. H2SO4 (90percent),,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,0,aniline,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,18,acetone,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,18,methanol,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,18,H2SO4,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,18,aq. H2SO4 (90percent),,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,18,aniline,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,55,acetone,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,55,methanol,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2SO4,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,100,aq. H2SO4 (90percent),,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,100,aniline,,,,"Fedorow;?Ssprysskow[Zhurnal Prikladnoi Khimii,?1948, vol. 21, p. 1014,1015][Chem.Abstr.,?1949, p. 6190]"
,,,,,,,Full Text
,,,,,,,Details
,,80,aq. NaHSO3,,,,"Fedorow;?Ssprysskow;?Ermolina[1947, vol. 13, p. 420][Chem.Abstr.,?1949, p. 974]"
,,,,,,,Full Text
,,,,,,,Details
,,,light petroleum,,,at:20-50 degreeC.,"Fedorow;?Spryskow[Zeitschrift fur Analytische Chemie,?1935, vol. 103, p. 28,30, 31][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1948, vol. 21, p. 1015]"
,,,,,,,Full Text
,,,,,,,Details
,,,aq. Na2SO3,,,in boiling solvent.,"Hodgson;?Walker[Journal of the Chemical Society,?1933, p. 1346,1347, 1348]"
,,,,,,,Full Text
,,,,,,,Details
,,15,H2O,,,100 g solvent dissolves. 0.0034 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,H2O,,,100 g solvent dissolves. 0.0049 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 0.0430 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,16,CHCl3,,,100 g solvent dissolves. 1.227 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,CHCl3,,,100 g solvent dissolves. 3.230 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,16,CCl4,,,100 g solvent dissolves. 0.032 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,CCl4,,,100 g solvent dissolves. 0.115 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,16,benzene,,,100 g solvent dissolves. 0.750 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,benzene,,,100 g solvent dissolves. 2.754 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,16,toluene,,,100 g solvent dissolves. 0.630 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,toluene,,,100 g solvent dissolves. 1.794 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,16,methanol,,,100 g solvent dissolves. 0.341 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,methanol,,,100 g solvent dissolves. 1.231 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,16,ethanol,,,100 g solvent dissolves. 0.213 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 76][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
