"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,20,water,,,Solubility: 1.83 g/100g solvent,"Yajima, Tatsuo;?Kimura, Makiko;?Nakakoji, Mami;?Horikawa, Takao;?Tokuyama, Yurie;?Shiraiwa, Tadashi[Bioscience, Biotechnology and Biochemistry,?2009, vol. 73, # 10, p. 2293 - 2298]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
859,in pure solvent,20,ethanol,,,,"Yajima, Tatsuo;?Horikawa, Takao;?Takeda, Nobuhiro;?Takemura, Eri;?Hattori, Hiroaki;?Shimazaki, Yuichi;?Shiraiwa, Tadashi[Tetrahedron Asymmetry,?2008, vol. 19, # 11, p. 1285 - 1287]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
59,in solution,25,acetone,,,,"Huffman;?Ingersoll[Journal of the American Chemical Society,?1951, vol. 73, p. 3366,3368]"
,,,,,,,Full Text
,,,,,,,Details
12.2,in solution,25,ethyl acetate,,,,"Huffman;?Ingersoll[Journal of the American Chemical Society,?1951, vol. 73, p. 3366,3368]"
,,,,,,,Full Text
,,,,,,,Details
44.4,in solution,25,H2O,,,,"Huffman;?Ingersoll[Journal of the American Chemical Society,?1951, vol. 73, p. 3366,3368]"
,,,,,,,Full Text
,,,,,,,Details
