"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,25,H2O,,,1000 g solvent dissolves. 3.553 Mol Substance.,"Hjort et al.[Journal of Pharmacology and Experimental Therapeutics,?1935, vol. 54, p. 152,172]"
,,,,,,,Full Text
,,,,,,,Details
22.8,in pure solvent,22.5,diethyl ether,,,,"Walker;?Wood[Journal of the Chemical Society,?1898, vol. 73, p. 626]"
,,,,,,,Full Text
,,,,,,,Details
124.799,in pure solvent,44.2,benzene,,,,"Walker;?Wood[Journal of the Chemical Society,?1898, vol. 73, p. 626]"
,,,,,,,Full Text
,,,,,,,Details
294,in pure solvent,23,acetone,,,,"Walker;?Wood[Journal of the Chemical Society,?1898, vol. 73, p. 626]"
,,,,,,,Full Text
,,,,,,,Details
740,in pure solvent,45,H2O,,,,"Walker;?Wood[Journal of the Chemical Society,?1898, vol. 73, p. 626]"
,,,,,,,Full Text
,,,,,,,Details
