"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,17,CHCl3,,,100 g solvent dissolves. 3.57 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,CHCl3,,,100 g solvent dissolves. 15.67 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,CCl4,,,100 g solvent dissolves. 0.17 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,CCl4,,,100 g solvent dissolves. 1.08 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,benzene,,,100 g solvent dissolves. 13.50 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,benzene,,,100 g solvent dissolves. 56.10 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,toluene,,,100 g solvent dissolves. 14.40 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,toluene,,,100 g solvent dissolves. 47.50 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,methanol,,,100 g solvent dissolves. 11.77 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,methanol,,,100 g solvent dissolves. 43.15 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,ethanol,,,100 g solvent dissolves. 5.54 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethanol,,,100 g solvent dissolves. 18.05 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,ethanol,,,100 g solvent dissolves. 6.17 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethanol,,,100 g solvent dissolves. 18.53 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,diethyl ether,,,100 g solvent dissolves. 4.42 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,34,diethyl ether,,,100 g solvent dissolves. 6.81 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,acetone,,,100 g solvent dissolves. 94.81 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,acetone,,,100 g solvent dissolves. 197.43 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,ethyl acetate,,,100 g solvent dissolves. 37.27 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethyl acetate,,,100 g solvent dissolves. 76.52 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,CS2,,,100 g solvent dissolves. 0.08 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,36,CS2,,,100 g solvent dissolves. 0.34 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,17,pyridine,,,100 g solvent dissolves. 11.61 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,pyridine,,,100 g solvent dissolves. 25.15 g Substance.,"Desvergnes[vol. 38, p. 66][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
2,in solution,15,H2O,,,,"Qvist[Fresenius Zeitschrift fur Analytische Chemie,?1925, vol. 65, p. 299]"
,,,,,,,Full Text
,,,,,,,Details
,,20,H2O,,,1 part(s) of substance.dissolves in:449 parts of solvent.,"Duclos[Justus Liebigs Annalen der Chemie,?1859, vol. 109, p. 141]"
,,,,,,,Full Text
,,,,,,,Details
,,,H2O,,,1 part(s) of substance.dissolves in:123 parts of solvent.in boiling solvent.,"Duclos[Justus Liebigs Annalen der Chemie,?1859, vol. 109, p. 141]"
,,,,,,,Full Text
,,,,,,,Details
