"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.7,in pure solvent,20,diethyl ether,,Paragraph 59; 60,,"Current Patent Assignee:?SK BIOPHARMACEUTICALS?- WO2014/73889,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
1.5,in pure solvent,20,ethanol,,Paragraph 59; 60,,"Current Patent Assignee:?SK BIOPHARMACEUTICALS?- WO2014/73889,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
2.5,in pure solvent,20,methanol,,Paragraph 59; 60,hardly dissolved in water,"Current Patent Assignee:?SK BIOPHARMACEUTICALS?- WO2014/73889,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
24.8,in pure solvent,20,acetone,,Paragraph 59; 60,,"Current Patent Assignee:?SK BIOPHARMACEUTICALS?- WO2014/73889,?2014, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
