"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,35,methanol,,,Solubility: 3.07 g/100g solvent,"Kwon, O-Pil;?Kwon, Seong-Ji;?Jazbinsek, Mojca;?Seo, Ji-Youn;?Kim, Jong-Taek;?Seo, Jung-In;?Lee, Yoon Sup;?Yun, Hoseop;?Guenter, Peter[Chemistry of Materials,?2011, vol. 23, # 2, p. 239 - 246]"
,,,,,,,Full Text
,,,,,,,Cited 39 timesDetailsAbstract
,in pure solvent,25,acetone,,,Solubility: 25.9 g/100g solvent,"Kwon, Seong-Ji;?Jazbinsek, Mojca;?Kwon, O-Pil;?Guenter, Peter[Crystal Growth and Design,?2010, vol. 10, # 4, p. 1552 - 1558]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
,in pure solvent,40,acetone,,,Solubility: 41.8 g/100g solvent,"Kwon, Seong-Ji;?Jazbinsek, Mojca;?Kwon, O-Pil;?Guenter, Peter[Crystal Growth and Design,?2010, vol. 10, # 4, p. 1552 - 1558]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
,in pure solvent,25,acetonitrile,,,Solubility: 4.32 g/100g solvent,"Kwon, Seong-Ji;?Jazbinsek, Mojca;?Kwon, O-Pil;?Guenter, Peter[Crystal Growth and Design,?2010, vol. 10, # 4, p. 1552 - 1558]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
,in pure solvent,40,acetonitrile,,,Solubility: 5.3 g/100g solvent,"Kwon, Seong-Ji;?Jazbinsek, Mojca;?Kwon, O-Pil;?Guenter, Peter[Crystal Growth and Design,?2010, vol. 10, # 4, p. 1552 - 1558]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
,in pure solvent,25,ethanol,,,Solubility: 2.34 g/100g solvent,"Kwon, Seong-Ji;?Jazbinsek, Mojca;?Kwon, O-Pil;?Guenter, Peter[Crystal Growth and Design,?2010, vol. 10, # 4, p. 1552 - 1558]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
,in pure solvent,40,ethanol,,,Solubility: 2.5 g/100g solvent,"Kwon, Seong-Ji;?Jazbinsek, Mojca;?Kwon, O-Pil;?Guenter, Peter[Crystal Growth and Design,?2010, vol. 10, # 4, p. 1552 - 1558]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
,in pure solvent,25,methanol,,,Solubility: 2.15 g/100g solvent,"Kwon, Seong-Ji;?Jazbinsek, Mojca;?Kwon, O-Pil;?Guenter, Peter[Crystal Growth and Design,?2010, vol. 10, # 4, p. 1552 - 1558]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
,in pure solvent,40,methanol,,,Solubility: 3.4 g/100g solvent,"Kwon, Seong-Ji;?Jazbinsek, Mojca;?Kwon, O-Pil;?Guenter, Peter[Crystal Growth and Design,?2010, vol. 10, # 4, p. 1552 - 1558]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
,in pure solvent,25,dichloromethane,,,Solubility: 1.4 g/100g solvent,"Kwon, Seong-Ji;?Jazbinsek, Mojca;?Kwon, O-Pil;?Guenter, Peter[Crystal Growth and Design,?2010, vol. 10, # 4, p. 1552 - 1558]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
,in pure solvent,40,dichloromethane,,,Solubility: 1.9 g/100g solvent,"Kwon, Seong-Ji;?Jazbinsek, Mojca;?Kwon, O-Pil;?Guenter, Peter[Crystal Growth and Design,?2010, vol. 10, # 4, p. 1552 - 1558]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
