"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,20,H2O,,,Solubility:88 g/kg.,"Kramer[Bulletin de la Societe de Chimie Biologique,?1933, vol. 15, p. 764,766]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethanol,,,Solubility:4 g/kg.,"Kramer[Bulletin de la Societe de Chimie Biologique,?1933, vol. 15, p. 764,766]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,Solubility:1 g/kg.,"Kramer[Bulletin de la Societe de Chimie Biologique,?1933, vol. 15, p. 764,766]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethyl acetate,,,Solubility:0.4 g/kg.,"Kramer[Bulletin de la Societe de Chimie Biologique,?1933, vol. 15, p. 764,766]"
,,,,,,,Full Text
,,,,,,,Details
