"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,not soluble inmost of the solvents; fully soluble in DMSO,"Ashokkumar;?Gopalakrishnan;?Ramalingam[Asian Journal of Chemistry,?2020, vol. 32, # 2, p. 276 - 280]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in solution,38.08,"ethane-1,2-diol",,,"equation, Solubility: 1.172 mol-percent","Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,46.15,"ethane-1,2-diol",,,Solubility: 1.198 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,53.15,"ethane-1,2-diol",,,Solubility: 1.223 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,66.5,"ethane-1,2-diol",,,Solubility: 1.296 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,68.6,"ethane-1,2-diol",,,Solubility: 1.313 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,73.38,"ethane-1,2-diol",,,Solubility: 1.365 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,74,"ethane-1,2-diol",,,Solubility: 1.372 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,74.55,"ethane-1,2-diol",,,Solubility: 1.376 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,77.82,"ethane-1,2-diol",,,Solubility: 1.403 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,78.29,"ethane-1,2-diol",,,Solubility: 1.44 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,80.25,"ethane-1,2-diol",,,Solubility: 1.459 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,30.1,dimethylformamide,,,"equation, Solubility: 0.065 mol-percent","Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,47.45,dimethylformamide,,,Solubility: 0.1014 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,51.71,dimethylformamide,,,Solubility: 0.1108 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,52.1,dimethylformamide,,,Solubility: 0.1116 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,59.25,dimethylformamide,,,Solubility: 0.129 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,62.1,dimethylformamide,,,Solubility: 0.1373 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,64.98,dimethylformamide,,,Solubility: 0.146 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,67.7,dimethylformamide,,,Solubility: 0.1551 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,78.4,dimethylformamide,,,Solubility: 0.1972 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,78.48,dimethylformamide,,,Solubility: 0.1981 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,81.6,dimethylformamide,,,Solubility: 0.2113 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,83.65,dimethylformamide,,,Solubility: 0.2214 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,90.2,dimethylformamide,,,Solubility: 0.2567 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,49.6,"N,N-dimethyl-acetamide",,,"equation, Solubility: 0.0467 mol-percent","Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,52.1,"N,N-dimethyl-acetamide",,,Solubility: 0.053 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,56.3,"N,N-dimethyl-acetamide",,,Solubility: 0.0657 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,60.62,"N,N-dimethyl-acetamide",,,Solubility: 0.0801 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,64.3,"N,N-dimethyl-acetamide",,,Solubility: 0.0949 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,67.4,"N,N-dimethyl-acetamide",,,Solubility: 0.1094 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,69.24,"N,N-dimethyl-acetamide",,,Solubility: 0.1189 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,70.65,"N,N-dimethyl-acetamide",,,Solubility: 0.1268 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in solution,71.8,"N,N-dimethyl-acetamide",,,Solubility: 0.1336 mol-percent,"Ren, Bao-Zeng;?Yuan, Xiao-Liang;?Li, Chen;?Zhao, Hong-Kun[Journal of Chemical and Engineering Data,?2004, vol. 49, # 4, p. 890 - 891]"
,,,,,,,Full Text
