"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,,,,,temperature dependence. Object(s) of Study: pressure dependence. Object(s) of Study: diagram,"Leeke, Gary;?Santos, Regina;?Al-Duri, Bushra;?Seville, Jonathan;?Smith, Catherine;?Holmes, Andrew B.[Journal of Chemical and Engineering Data,?2005, vol. 50, # 4, p. 1370 - 1374]"
,,,,,,,Full Text
,,,,,,,Cited 21 timesDetailsAbstract
0.00537,in pure solvent,25,H2O,,,,"Oleszek-Kudlak, Sylwia;?Shibata, Etsuro;?Nakamura, Takashi[Journal of Chemical and Engineering Data,?2004, vol. 49, # 3, p. 570 - 575]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
0.00532,in pure solvent,25,H2O,,,,"Oleszek-Kudlak, Sylwia;?Shibata, Etsuro;?Nakamura, Takashi[Journal of Chemical and Engineering Data,?2004, vol. 49, # 3, p. 570 - 575]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in pure solvent,,,,,,"Maruo, Katsuya;?Wada, Yuji;?Yanagida, Shozo[Bulletin of the Chemical Society of Japan,?1992, vol. 65, # 12, p. 3439 - 3449]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,,"Yalkowsky;?Valvani[Journal of Pharmaceutical Sciences,?1980, vol. 69, # 8, p. 912 - 922]"
,,,,,,,Full Text
,,,,,,,Cited 522 timesDetailsAbstract
,,,,,,,"Coon, John E.;?Sediawan, Wahyudi B.;?Auwaerter, John E.;?McLaughlin, Edward[Journal of Solution Chemistry,?1988, vol. 17, # 6, p. 519 - 534]"
,,,,,,,Full Text
,,,,,,,Cited 46 timesDetailsAbstract
,,,,,,,"Yalkowsky;?Valvani;?Roseman[Journal of Pharmaceutical Sciences,?1983, vol. 72, # 8, p. 866 - 870]"
,,,,,,,Full Text
,,,,,,,Cited 185 timesDetailsAbstract
,,,,,,,"Kibbey, Christopher E.;?Poole, Salwa K.;?Robinson, Ben;?Jackson, J. Derek;?Durham, Douglas[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 8, p. 1164 - 1175]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,,,,,equation,"Jain, Neera;?Yalkowsky, Samuel H.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 2, p. 234 - 252]"
,,,,,,,Full Text
,,,,,,,Cited 324 timesDetailsAbstract
,in pure solvent,25,nonane,,,Solubility: 15.51 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,decane,,,Solubility: 16.36 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,hexadecane,,,Solubility: 21.51 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,cyclooctane,,,Solubility: 21.94 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,"2,2,4-trimethyl-pentane",,,Solubility: 10.94 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,dibutyl ether,,,Solubility: 26.6 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,methanol,,,Solubility: 1.851 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,ethanol,,,Solubility: 3.456 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,propan-1-ol,,,Solubility: 4.62 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,propan-2-ol,,,Solubility: 3.533 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,butan-1-ol,,,Solubility: 5.788 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,butan-2-ol,,,Solubility: 5.005 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,isobutanol,,,Solubility: 3.906 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,2-methyl-propan-2-ol,,,Solubility: 4.118 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,pentan-1-ol,,,Solubility: 7.573 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,3-methyl-butan-1-ol,,,Solubility: 5.664 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,hexan-1-ol,,,Solubility: 8.592 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,heptan-1-ol,,,Solubility: 1.001 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,octan-1-ol,,,Solubility: 1.097 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in pure solvent,25,"ethane-1,2-diol",,,Solubility: 0.269 mol-percent,"De Fina, Karina M.;?Sharp, Tina L.;?Acree Jr., William E.[Canadian Journal of Chemistry,?1999, vol. 77, # 10, p. 1589 - 1593]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
0.006631,in pure solvent,25,H2O,,,,"Sanemasa, Isao;?Wu, Ji-Shi;?Toda, Kei[Bulletin of the Chemical Society of Japan,?1997, vol. 70, # 2, p. 365 - 369]"
,,,,,,,Full Text
,,,,,,,Cited 18 timesDetailsAbstract
0.00699,in pure solvent,22,H2O,,,,"Coyle;?Harmon;?Suffet[Environmental Science and Technology,?1997, vol. 31, # 2, p. 384 - 389]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
0.00666,in solution,25,H2O,,,,"Sanemasa, Isao;?Takahashi, Hiroko;?Ishibashi, Kazunari;?Deguchi, Toshio[Bulletin of the Chemical Society of Japan,?1994, vol. 67, # 2, p. 578 - 581]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.00663,in pure solvent,25,H2O,,,,"Sanemasa;?Ishibashi;?Kumamaru;?Deguchi[Bulletin of the Chemical Society of Japan,?1989, vol. 62, # 9, p. 2908 - 2912]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
0.00705,in pure solvent,25,H2O,,,,"Akiyoshi, Mayumi;?Deguchi, Toshio;?Sanemasa, Isao[Bulletin of the Chemical Society of Japan,?1987, vol. 60, # 11, p. 3935 - 3940]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.00671,in pure solvent,25,H2O,,,,"Miller;?Ghodbane;?Wasik;?Tewari;?Martire[Journal of Chemical and Engineering Data,?1984, vol. 29, # 2, p. 184 - 190]"
,,,,,,,Full Text
,,,,,,,Cited 177 timesDetailsAbstract
0.00749,in pure solvent,25,H2O,,,,"Janado, Masanobu;?Yano, Yuki;?Doi, Yukio;?Sakamoto, Hiroko[Journal of Solution Chemistry,?1983, vol. 12, # 10, p. 741 - 754]"
,,,,,,,Full Text
,,,,,,,Cited 25 timesDetailsAbstract
,in pure solvent,25,heptane,,,Solubility: 13.04 mol-percent,"Chartov, E. M.;?Zaretskii, M. I.;?Golub, V. B.;?Taits, S. Z.[Journal of applied chemistry of the USSR,?1983, vol. 56, # 9, p. 1946 - 1950][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1983, vol. 56, # 9, p. 2089 - 2093]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,30,heptane,,,Solubility: 15.68 mol-percent,"Chartov, E. M.;?Zaretskii, M. I.;?Golub, V. B.;?Taits, S. Z.[Journal of applied chemistry of the USSR,?1983, vol. 56, # 9, p. 1946 - 1950][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1983, vol. 56, # 9, p. 2089 - 2093]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,40,heptane,,,Solubility: 23.90 mol-percent,"Chartov, E. M.;?Zaretskii, M. I.;?Golub, V. B.;?Taits, S. Z.[Journal of applied chemistry of the USSR,?1983, vol. 56, # 9, p. 1946 - 1950][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1983, vol. 56, # 9, p. 2089 - 2093]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
