"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,20,hexane,,,Solubility: 0.16 weight-percent,"Ulendeeva;?Baeva;?Nikitina;?Spirikhin;?Vasil'eva;?Lyapina[Petroleum Chemistry,?2004, vol. 44, # 5, p. 358 - 362]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,benzene,,,Solubility: 44.6 weight-percent,"Ulendeeva;?Baeva;?Nikitina;?Spirikhin;?Vasil'eva;?Lyapina[Petroleum Chemistry,?2004, vol. 44, # 5, p. 358 - 362]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,tetrahydrofuran,,,Solubility: 36 weight-percent,"Ulendeeva;?Baeva;?Nikitina;?Spirikhin;?Vasil'eva;?Lyapina[Petroleum Chemistry,?2004, vol. 44, # 5, p. 358 - 362]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,CHCl3,,,Solubility: 42 weight-percent,"Ulendeeva;?Baeva;?Nikitina;?Spirikhin;?Vasil'eva;?Lyapina[Petroleum Chemistry,?2004, vol. 44, # 5, p. 358 - 362]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,acetone,,,Solubility: 33.3 weight-percent,"Ulendeeva;?Baeva;?Nikitina;?Spirikhin;?Vasil'eva;?Lyapina[Petroleum Chemistry,?2004, vol. 44, # 5, p. 358 - 362]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,acetic acid,,,Solubility: 19.6 weight-percent,"Ulendeeva;?Baeva;?Nikitina;?Spirikhin;?Vasil'eva;?Lyapina[Petroleum Chemistry,?2004, vol. 44, # 5, p. 358 - 362]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,methanol,,,Solubility: 7 weight-percent,"Ulendeeva;?Baeva;?Nikitina;?Spirikhin;?Vasil'eva;?Lyapina[Petroleum Chemistry,?2004, vol. 44, # 5, p. 358 - 362]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,ethanol,,,Solubility: 2 weight-percent,"Ulendeeva;?Baeva;?Nikitina;?Spirikhin;?Vasil'eva;?Lyapina[Petroleum Chemistry,?2004, vol. 44, # 5, p. 358 - 362]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,dimethylsulfoxide,,,Solubility: 27.1 weight-percent,"Ulendeeva;?Baeva;?Nikitina;?Spirikhin;?Vasil'eva;?Lyapina[Petroleum Chemistry,?2004, vol. 44, # 5, p. 358 - 362]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
