"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,soluble in CH2Cl2?or CHCl3,"Fujita, Hikaru;?Zhang, Yunlong;?Wu, Zhiyuan;?Lindsey, Jonathan S.[New Journal of Chemistry,?2020, vol. 44, # 10, p. 3856 - 3867]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
0.07,,20,isopropyl alcohol,,Page/Page column 150,,"Current Patent Assignee:?GALLEON PHARMACEUTICALS?- WO2014/78575,?2014, A2"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,Page/Page column 150-151,"soluble in dioxane, THF, toluene, N,N-dimethylacetamide at 0°„C and room temerature, insoluble in isopropanol and acetonitrile at 0°„C, soluble in acetone at room temperature","Current Patent Assignee:?GALLEON PHARMACEUTICALS?- WO2014/78575,?2014, A2"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.15,,20,acetonitrile,,Page/Page column 151,,"Current Patent Assignee:?GALLEON PHARMACEUTICALS?- WO2014/78575,?2014, A2"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
31.35,,0,H2O,,,,"Horrobin, S.[Journal of the Chemical Society][Journal of the Chemical Society,?1963, p. 4130 - 4145]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.D3, 7.2.8.7, page 286 - 287]"
,,,,,,,Full Text
,,,,,,,Details
35.0383,,5,H2O,,,,"Horrobin, S.[Journal of the Chemical Society][Journal of the Chemical Society,?1963, p. 4130 - 4145]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.D3, 7.2.8.7, page 286 - 287]"
,,,,,,,Full Text
,,,,,,,Details
38.7265,,10,H2O,,,,"Horrobin, S.[Journal of the Chemical Society][Journal of the Chemical Society,?1963, p. 4130 - 4145]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.D3, 7.2.8.7, page 286 - 287]"
,,,,,,,Full Text
,,,,,,,Details
40.5706,,15,H2O,,,,"Horrobin, S.[Journal of the Chemical Society][Journal of the Chemical Society,?1963, p. 4130 - 4145]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.D3, 7.2.8.7, page 286 - 287]"
,,,,,,,Full Text
,,,,,,,Details
44.2589,,20,H2O,,,,"Horrobin, S.[Journal of the Chemical Society][Journal of the Chemical Society,?1963, p. 4130 - 4145]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.D3, 7.2.8.7, page 286 - 287]"
,,,,,,,Full Text
,,,,,,,Details
49.7912,,25,H2O,,,,"Horrobin, S.[Journal of the Chemical Society][Journal of the Chemical Society,?1963, p. 4130 - 4145]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.D3, 7.2.8.7, page 286 - 287]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in acetonitrile,"Finger, H.[Journal fur praktische Chemie (Leipzig. 1834),?1907, vol. 75, p. 103 - 104]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.D3, 7.2.8.7, page 286 - 287]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,"in ether, glacial acetic acid, CHCl3","Klason, P.[Journal fur praktische Chemie (Leipzig. 1834),?1886, vol. 34, p. 152 - 160]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.D3, 7.2.8.7, page 286 - 287]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in cold abs. alcohol,"Liebig, J.[Liebigs Annalen der Chemie,?1834, vol. 10, p. 1 - 47]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: C: MVol.D3, 7.2.8.7, page 286 - 287]"
,,,,,,,Full Text
,,,,,,,Details
