"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,low solubility in common organic solvents,"Boddula, Rajamouli;?Saeki, Akinori;?Shivaji, Babar Suraj;?Singh, Surya Prakash[Journal of Materials Chemistry C,?2022, vol. 10, # 13, p. 5173 - 5182]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,,,,,,soluble in heptane,"Wu, Kaifeng;?Liang, Guijie;?Shang, Qiongyi;?Ren, Yueping;?Kong, Degui;?Lian, Tianquan[Journal of the American Chemical Society,?2015, vol. 137, # 40, p. 12792 - 12795]"
,,,,,,,Full Text
,,,,,,,Cited 451 timesDetailsAbstract
,,,,,,poorly water soluble,"Vashishat, Rajni;?Sanan, Reshu;?Mahajan, Rakesh Kumar[RSC Advances,?2015, vol. 5, # 88, p. 72132 - 72141]"
,,,,,,,Full Text
,,,,,,,Cited 26 timesDetailsAbstract
,,,water,,,Solubility: 0.00051 weight percent,"Shaydyuk;?Turrell;?Moissette;?Hureau;?Gomza;?Klepko;?Lebovka[Journal of Molecular Structure,?2014, vol. 1056-1057, # 1, p. 1 - 6]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,,,ethanol,,,Solubility: 1 weight percent,"Shaydyuk;?Turrell;?Moissette;?Hureau;?Gomza;?Klepko;?Lebovka[Journal of Molecular Structure,?2014, vol. 1056-1057, # 1, p. 1 - 6]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,,,acetone,,,Solubility: 20 weight percent,"Shaydyuk;?Turrell;?Moissette;?Hureau;?Gomza;?Klepko;?Lebovka[Journal of Molecular Structure,?2014, vol. 1056-1057, # 1, p. 1 - 6]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
18.2,in solution,20,ethanol,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1957, vol. 39, p. 335,354]"
,,,,,,,Full Text
,,,,,,,Details
20.6,in solution,30,ethanol,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1957, vol. 39, p. 335,354]"
,,,,,,,Full Text
,,,,,,,Details
72.2,in solution,20,diethyl ether,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1957, vol. 39, p. 335,354]"
,,,,,,,Full Text
,,,,,,,Details
79.4,in solution,30,diethyl ether,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1957, vol. 39, p. 335,354]"
,,,,,,,Full Text
,,,,,,,Details
30.7,in solution,20,benzene,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1957, vol. 39, p. 335,354]"
,,,,,,,Full Text
,,,,,,,Details
46.8,in solution,30,benzene,,,,"Tavernier;?Lamouroux[Memorial des Poudres,?1957, vol. 39, p. 335,354]"
,,,,,,,Full Text
,,,,,,,Details
0.00051,in solution,20,H2O,,,,"Cymerman-Craig;?Warburton[Australian Journal of Chemistry,?1956, vol. 9, p. 294]"
,,,,,,,Full Text
,,,,,,,Details
3.87,in solution,,heptane,,,,"Cymerman-Craig;?Warburton[Australian Journal of Chemistry,?1956, vol. 9, p. 294]"
,,,,,,,Full Text
,,,,,,,Details
