"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,insoluble in aqueous NH3?solution,"Li, Yan;?Shi, Ruhui;?Lin, Weiwei;?Cheng, Haiyang;?Zhang, Chao;?Arai, Masahiko;?Zhao, Fengyu[Molecular catalysis,?2019, vol. 475, art. no. 110462]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,,,,,soluble in ethanol,"Rai;?Kant, Shiva;?Reddi;?Ganesamoorthy;?Gupta[Journal of Solid State Chemistry,?2016, vol. 233, p. 244 - 251]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,,,,,,water insoluble,"Wei, Qiangbing;?Shi, Ruirong;?Lu, Dedai;?Lei, Ziqiang[RSC Advances,?2016, vol. 6, # 35, p. 29245 - 29253]"
,,,,,,,Full Text
,,,,,,,Cited 32 timesDetailsAbstract
,,,,,,insoluble in water,"Firouzabadi, Habib;?Iranpoor, Nasser;?Ghaderi, Arash;?Gholinejad, Mohammad;?Rahimi, Sajjad;?Jokar, Safura[RSC Advances,?2014, vol. 4, # 53, p. 27674 - 27682]"
,,,,,,,Full Text
,,,,,,,Cited 25 timesDetailsAbstract
,in pure solvent,,,,,equation,"Jain, Neera;?Yalkowsky, Samuel H.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 2, p. 234 - 252]"
,,,,,,,Full Text
,,,,,,,Cited 324 timesDetailsAbstract
,in pure solvent,,,,,temperature dependence,"Veretennikov;?Lebedev;?Tselinskii[Russian Journal of Applied Chemistry,?2001, vol. 74, # 11, p. 1872 - 1876]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
0.153,in pure solvent,10,H2O,,,,"Dohnal;?Benes[Journal of Chemical and Engineering Data,?1999, vol. 44, # 5, p. 1097 - 1102]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
0.209,in pure solvent,20,H2O,,,,"Dohnal;?Benes[Journal of Chemical and Engineering Data,?1999, vol. 44, # 5, p. 1097 - 1102]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
0.274,in pure solvent,30,H2O,,,,"Dohnal;?Benes[Journal of Chemical and Engineering Data,?1999, vol. 44, # 5, p. 1097 - 1102]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
0.37,in pure solvent,40,H2O,,,,"Dohnal;?Benes[Journal of Chemical and Engineering Data,?1999, vol. 44, # 5, p. 1097 - 1102]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in pure solvent,,,,,,"Yalkowsky;?Valvani[Journal of Pharmaceutical Sciences,?1980, vol. 69, # 8, p. 912 - 922]"
,,,,,,,Full Text
,,,,,,,Cited 522 timesDetailsAbstract
,,,,,,"Wasser b. 25grad (9 mg/100 cm-3), wss. Lsg. von NH4SCN versch. Konz. (Tab.2)","Pasciak;?Zjawiony[Roczniki Chemii,?1970, vol. 44, p. 229]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Lslk. i. H2SO4,"Rodina;?Khaldna[Organic Reactivity,?1967, vol. 4, p. 74]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,H2SO4 b. 25grad,"Grabowskaja;?Winnik[Russian Journal of Physical Chemistry,?1966, vol. 40, p. 1221][Zhurnal Fizicheskoi Khimii,?1966, vol. 40, p. 2272]"
,,,,,,,Full Text
,,,,,,,Details
,,,sulfur dioxide,,,Solubility: 3.8E1 weight-percent,"Carli, F. de[Gazzetta Chimica Italiana,?1927, vol. 57, p. 347 - 355]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B1, 142, page 308 - 310]"
,,,,,,,Full Text
,,,,,,,Details
,,17,H2O,,,100 g solvent dissolves. 0.0028 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 15, p. 74][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 18]"
,,,,,,,Full Text
,,,,,,,Details
,,50,H2O,,,100 g solvent dissolves. 0.0125 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 15, p. 74][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 18]"
,,,,,,,Full Text
,,,,,,,Details
,,17,benzene,,,100 g solvent dissolves. 83.589 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 15, p. 74][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 18]"
,,,,,,,Full Text
,,,,,,,Details
,,50,benzene,,,100 g solvent dissolves. 247.37 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 15, p. 74][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 18]"
,,,,,,,Full Text
,,,,,,,Details
