"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
210,in pure solvent,25,acetone,,,,"Webster,O.W. et al.[Journal of Organic Chemistry,?1972, vol. 37, p. 4133 - 4136]"
,,,,,,,Full Text
,,,,,,,Cited 53 timesDetails
210,in pure solvent,25,tetrahydrofuran,,,,"Webster,O.W. et al.[Journal of Organic Chemistry,?1972, vol. 37, p. 4133 - 4136]"
,,,,,,,Full Text
,,,,,,,Cited 53 timesDetails
180,in pure solvent,25,acetonitrile,,,,"Webster,O.W. et al.[Journal of Organic Chemistry,?1972, vol. 37, p. 4133 - 4136]"
,,,,,,,Full Text
,,,,,,,Cited 53 timesDetails
15,in pure solvent,25,diethyl ether,,,,"Webster,O.W. et al.[Journal of Organic Chemistry,?1972, vol. 37, p. 4133 - 4136]"
,,,,,,,Full Text
,,,,,,,Cited 53 timesDetails
