"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,Paragraph 00265-00273,"soluble in acetone, ethanol, acetonitrile, ethyl acetate, methanol, MTBE, water","Current Patent Assignee:?CERESPIR?- WO2023/34184,?2023, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,"The article discusses the solubility of saccharin in a PBS buffer, depending on the pH value.","Shi, Xiangjun;?Song, Shengjie;?Ding;?Fan, Baibai;?Huang, Wan;?Xu, Tiantian[Journal of Pharmaceutical Sciences,?2019, vol. 108, # 9, p. 3020 - 3028]"
,,,,,,,Full Text
,,,,,,,Cited 42 timesDetailsAbstract
,,,,,,excellent water solubility,"Zhu, Bin;?Wang, Jian-Rong;?Zhang, Qi;?Li, Meiqi;?Guo, Chunyang;?Ren, Guobin;?Mei, Xuefeng[Crystal Growth and Design,?2018, vol. 18, # 8, p. 4701 - 4714]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.0419501,in pure solvent,30,carbon dioxide,,,liquid CO2,"Padrela, Luis;?Rodrigues, Miguel A.;?Tiago, Jo?o;?Velaga, Sitaram P.;?Matos, Henrique A.;?De Azevedo, Edmundo Gomes[Crystal Growth and Design,?2015, vol. 15, # 7, p. 3175 - 3181]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
3.45,in solution,25,water,,,,"Rajput, Lalit[Crystal Growth and Design,?2014, vol. 14, # 10, p. 5196 - 5205]"
,,,,,,,Full Text
,,,,,,,Cited 24 timesDetailsAbstract
,,25,water,,,Solubility: 0.04 molpercent,"Rager, Timo;?Hilfiker, Rolf[Crystal Growth and Design,?2010, vol. 10, # 7, p. 3237 - 3241]"
,,,,,,,Full Text
,,,,,,,Cited 103 timesDetailsAbstract
,,25,ethylene glycol,,,Solubility: 0.9 molpercent,"Rager, Timo;?Hilfiker, Rolf[Crystal Growth and Design,?2010, vol. 10, # 7, p. 3237 - 3241]"
,,,,,,,Full Text
,,,,,,,Cited 103 timesDetailsAbstract
,,25,acetic acid,,,Solubility: 0.4 molpercent,"Rager, Timo;?Hilfiker, Rolf[Crystal Growth and Design,?2010, vol. 10, # 7, p. 3237 - 3241]"
,,,,,,,Full Text
,,,,,,,Cited 103 timesDetailsAbstract
,,25,dimethyl sulfoxide,,,Solubility: 37.4 molpercent,"Rager, Timo;?Hilfiker, Rolf[Crystal Growth and Design,?2010, vol. 10, # 7, p. 3237 - 3241]"
,,,,,,,Full Text
,,,,,,,Cited 103 timesDetailsAbstract
,,25,sulfolane,,,Solubility: 5.2 molpercent,"Rager, Timo;?Hilfiker, Rolf[Crystal Growth and Design,?2010, vol. 10, # 7, p. 3237 - 3241]"
,,,,,,,Full Text
,,,,,,,Cited 103 timesDetailsAbstract
,,25,"N,N-dimethyl-formamide",,,Solubility: 29 molpercent,"Rager, Timo;?Hilfiker, Rolf[Crystal Growth and Design,?2010, vol. 10, # 7, p. 3237 - 3241]"
,,,,,,,Full Text
