"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,24.99,ethanol,,,Solubility: 0.0817 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in pure solvent,24.94,water,,,Solubility: 1.523 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in pure solvent,34.99,ethanol,,,Solubility: 0.1761 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in pure solvent,34.99,water,,,Solubility: 2.5472 - 2.577 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in pure solvent,24.99,propan-1-ol,,,Solubility: 0.0364 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in pure solvent,34.99,propan-1-ol,,,Solubility: 0.0616 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,24.94,"water, ethanol",water (20.24 weight percent); ethanol (79.76 weight percent),,Solubility: 0.3606 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,24.94,"water, ethanol",water (40.02 weight percent); ethanol (59.98 weight percent),,Solubility: 0.4283 mol/1000g,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,24.94,"water, ethanol",water (60.07 weight percent); ethanol (39.93 weight percent),,Solubility: 0.8286 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,24.94,"water, ethanol",water (80.02 weight percent); ethanol (19.98 weight percent),,Solubility: 1.4558 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,34.99,"ethanol, water",ethanol (19.99 weight percent); water (80.01 weight percent),,Solubility: 0.9373 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,34.99,"ethanol, water",ethanol (39.93 weight percent); water (60.07 weight percent),,Solubility: 1.4264 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,34.99,"ethanol, water",ethanol (60.05 weight percent); water (39.95 weight percent),,Solubility: 1.9207 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,34.99,"ethanol, water",ethanol (79.95 weight percent); water (20.05 weight percent),,Solubility: 2.3618 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,24.99,"propan-1-ol, water",propan-1-ol (20.14 weight percent); water (70.86 weight percent),,Solubility: 0.3948 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,24.99,"propan-1-ol, water",propan-1-ol (39.95 weight percent); water (60.05 weight percent),,Solubility: 0.7781 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,24.99,"propan-1-ol, water",propan-1-ol (59.96 weight percent); water (40.04 weight percent),,Solubility: 1.1789 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,24.99,"propan-1-ol, water",propan-1-ol (79.98 weight percent); water (20.02 weight percent),,Solubility: 1.48 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,34.99,"propan-1-ol, water",propan-1-ol (19.96 weight percent); water (80.04 weight percent),,Solubility: 0.574 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,34.99,"propan-1-ol, water",propan-1-ol (39.96 weight percent); water (60.04 weight percent),,Solubility: 1.2226 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,34.99,"propan-1-ol, water",propan-1-ol (59.76 weight percent); water (40.24 weight percent),,Solubility: 1.8722 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in solution,34.99,"propan-1-ol, water",propan-1-ol (79.8 weight percent); water (20.2 weight percent),,Solubility: 2.1919 mol/kg solvent,"Ribeiro Neto, Altamirando C.;?Pires, Ricardo F.;?Malagoni, Ricardo A.;?Franco, Moilton R.[Journal of Chemical and Engineering Data,?2010, vol. 55, # 4, p. 1718 - 1721]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,in pure solvent,19.84,water,,,Solubility: 28.96 mol/1000mol,"Shalmashi, Anvar;?Eliassi, Ali[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1332 - 1334]"
,,,,,,,Full Text
,,,,,,,Cited 71 timesDetailsAbstract
,in pure solvent,24.84,water,,,Solubility: 33.07 mol/1000mol,"Shalmashi, Anvar;?Eliassi, Ali[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1332 - 1334]"
,,,,,,,Full Text
,,,,,,,Cited 71 timesDetailsAbstract
,in pure solvent,29.84,water,,,Solubility: 37.79 mol/1000mol,"Shalmashi, Anvar;?Eliassi, Ali[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1332 - 1334]"
,,,,,,,Full Text
,,,,,,,Cited 71 timesDetailsAbstract
,in pure solvent,34.84,water,,,Solubility: 43.78 mol/1000mol,"Shalmashi, Anvar;?Eliassi, Ali[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1332 - 1334]"
,,,,,,,Full Text
,,,,,,,Cited 71 timesDetailsAbstract
,in pure solvent,39.84,water,,,Solubility: 50.37 mol/1000mol,"Shalmashi, Anvar;?Eliassi, Ali[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1332 - 1334]"
,,,,,,,Full Text
,,,,,,,Cited 71 timesDetailsAbstract
,in pure solvent,44.84,water,,,Solubility: 57.94 mol/1000mol,"Shalmashi, Anvar;?Eliassi, Ali[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1332 - 1334]"
,,,,,,,Full Text
,,,,,,,Cited 71 timesDetailsAbstract
,in pure solvent,49.84,water,,,Solubility: 66.33 mol/1000mol,"Shalmashi, Anvar;?Eliassi, Ali[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1332 - 1334]"
,,,,,,,Full Text
,,,,,,,Cited 71 timesDetailsAbstract
,in pure solvent,19.84,methanol,,,Solubility: 10.06 mol/1000mol,"Shalmashi, Anvar;?Eliassi, Ali[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1332 - 1334]"
,,,,,,,Full Text
,,,,,,,Cited 71 timesDetailsAbstract
