"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,37,dimethyl sulfoxide,,supporting information,Solubility: 199.78mmol/l,"Hove, Vusumuzi N.;?Anderson, Kenneth;?Hayden, Elizabeth R.;?Pasquariello, Kyle Z.;?Gibson, Alice A.;?Shen, Shichen;?Qu, Jun;?(°≠)?Hu, Shuiying;?Sprowl, Jason A.[Molecular Pharmacology,?2022, vol. 101, # 6, p. 381 - 389]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
1,in pure solvent,25,ethyl acetate,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
1,in pure solvent,25,isopropyl alcohol,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
1,in pure solvent,25,acetonitrile,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
1,in pure solvent,25,butanone,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
102 - 204,in pure solvent,25,acetic acid,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
104 - 208,in pure solvent,25,"acetic acid, water",acetic acid (50 percent); water (50 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
14,in pure solvent,25,methanol,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
15,in pure solvent,25,"methanol, water",methanol (90 percent); water (10 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
2,in pure solvent,25,acetone,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
26 - 30,in pure solvent,25,"butanone, water",,Paragraph 00178,MEK saturated with water,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
26 - 31,in pure solvent,25,"acetone, water",acetone (80 percent); water (20 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
3,in pure solvent,25,ethanol,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
36 - 43,in pure solvent,25,dichloromethane,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
39 - 49,in pure solvent,25,1-methyl-pyrrolidin-2-one,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
39 - 49,in pure solvent,25,dimethyl sulfoxide,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
4,in pure solvent,25,"acetic acid, isopropyl alcohol",acetic acid (10 percent); propan-2-ol (90 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
49 - 65,in pure solvent,25,"N,N-dimethyl-formamide",,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
5,in pure solvent,25,tetrahydrofuran,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
50,in pure solvent,25,"tetrahydrofuran, water",tetrahydrofuran (90 percent); water (10 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
6,in pure solvent,25,"ethanol, water",ethanol (50 percent); water (50 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
60 - 90,in pure solvent,25,"acetic acid, ethyl acetate",acetic acid (10 percent); ethyl acetate (90 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
60,in pure solvent,60,"ethanol, water",ethanol (90 percent); water (10 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
63 - 95,in pure solvent,25,"acetic acid, butanone",acetic acid (10 percent); butan-2-one (90 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
8,in pure solvent,25,"ethanol, water",ethanol (95 percent); water (5 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
92 - 184,in pure solvent,25,"acetic acid, ethyl acetate",acetic acid (50 percent); ethyl acetate (50 percent),Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
97 - 194,in pure solvent,25,formic acid,,Paragraph 00178,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
1.3,in pure solvent,25,isopropyl alcohol,,Paragraph 00329,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
1.5,in pure solvent,25,ethyl acetate,,Paragraph 00329,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10,in pure solvent,20,acetone,,Paragraph 00329,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10,in pure solvent,25,"ethanol, water",ethanol (96 percent); water (4 percent),Paragraph 00329,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10.2,in pure solvent,50,ethanol,,Paragraph 00329,,"Current Patent Assignee:?ACERTA PHARMA?- WO2017/2095,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
