"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,in 1000 cm3?Lsm. bei 20grad: Me. = 80g; Aethylacetat= 77g; Bzl.= 13g; CCl4= 3.5g; CS2= 4g; Wasser= 4g.,"Lombard;?Ambroise[Bulletin de la Societe Chimique de France,?1961, p. 232]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in 1000 cm3?Lsm. bei 20grad: Me. = 93g; Aethylacetat= 51g; Bzl.= 4g; CCl4= 4g; CS2= 2g; Wasser= 10g.,"Lombard;?Ambroise[Bulletin de la Societe Chimique de France,?1961, p. 232]"
,,,,,,,Full Text
,,,,,,,Details
,,10,ethanol,,,"14.49 part(s) of substance.dissolves in:100 parts of solvent.in reinem Loesungsmittel:Loeslichkeit fuer das Monohydrat.,?cis-terpin","Deville[Annales de Chimie (Cachan, France),?1849, vol. <3> 27, p. 85][Justus Liebigs Annalen der Chemie,?1849, vol. 71, p. 350]"
,,,,,,,Full Text
,,,,,,,Details
,,15,H2O,,,"1 part(s) of substance.dissolves in:250 parts of solvent.in reinem Loesungsmittel:Loeslichkeit fuer das Monohydrat.,?cis-terpin","Deutsches Arzneibuch[5. Ausgabe , S. 512]"
,,,,,,,Full Text
,,,,,,,Details
,,,H2O,,,"1 part(s) of substance.dissolves in:32 parts of solvent.in boiling solvent.in reinem Loesungsmittel:Loeslichkeit fuer das Monohydrat.,?cis-terpin","Deutsches Arzneibuch[5. Ausgabe , S. 512]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethanol,,,"1 part(s) of substance.dissolves in:10 parts of solvent.in reinem Loesungsmittel:Loeslichkeit fuer das Monohydrat.,?cis-terpin","Deutsches Arzneibuch[5. Ausgabe , S. 512]"
,,,,,,,Full Text
,,,,,,,Details
,,,ethanol,,,"1 part(s) of substance.dissolves in:2 parts of solvent.in boiling solvent.in reinem Loesungsmittel:Loeslichkeit fuer das Monohydrat.,?cis-terpin","Deutsches Arzneibuch[5. Ausgabe , S. 512]"
,,,,,,,Full Text
,,,,,,,Details
,,15,diethyl ether,,,"1 part(s) of substance.dissolves in:100 parts of solvent.in reinem Loesungsmittel:Loeslichkeit fuer das Monohydrat.,?cis-terpin","Deutsches Arzneibuch[5. Ausgabe , S. 512]"
,,,,,,,Full Text
,,,,,,,Details
,,15,CHCl3,,,"1 part(s) of substance.dissolves in:200 parts of solvent.in reinem Loesungsmittel:Loeslichkeit fuer das Monohydrat.,?cis-terpin","Deutsches Arzneibuch[5. Ausgabe , S. 512]"
,,,,,,,Full Text
,,,,,,,Details
,,,acetic acid,,,"1 part(s) of substance.in boiling solvent.in reinem Loesungsmittel:Loeslichkeit fuer das Monohydrat.,?cis-terpin","Deutsches Arzneibuch[5. Ausgabe , S. 512]"
,,,,,,,Full Text
,,,,,,,Details
