"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,15,H2O,,,100 g solvent dissolves. 0.01 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,50,H2O,,,100 g solvent dissolves. 0.04 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 0.35 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,CHCl3,,,100 g solvent dissolves. 20.79 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,60,CHCl3,,,100 g solvent dissolves. 174.71 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,CCl4,,,100 g solvent dissolves. 0.67 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,50,CCl4,,,100 g solvent dissolves. 6.43 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,benzene,,,100 g solvent dissolves. 49.21 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,50,benzene,,,100 g solvent dissolves. 297.25 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,toluene,,,100 g solvent dissolves. 30.80 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,50,toluene,,,100 g solvent dissolves. 162.98 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,methanol,,,100 g solvent dissolves. 3.99 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,50,methanol,,,100 g solvent dissolves. 24.00 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethanol,,,100 g solvent dissolves. 1.67 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethanol,,,100 g solvent dissolves. 9.32 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,aq. ethanol (96percent),,,100 g solvent dissolves. 1.20 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,50,aq. ethanol (96percent),,,100 g solvent dissolves. 7.82 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,diethyl ether,,,100 g solvent dissolves. 3.79 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,33.5,diethyl ether,,,100 g solvent dissolves. 7.66 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,acetone,,,100 g solvent dissolves. 1.20 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,50,acetone,,,100 g solvent dissolves. 410.51 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethyl acetate,,,100 g solvent dissolves. 36.53 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethyl acetate,,,100 g solvent dissolves. 185.17 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,15,CS2,,,100 g solvent dissolves. 0.43 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
,,38,CS2,,,100 g solvent dissolves. 1.69 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 256]"
,,,,,,,Full Text
,,,,,,,Details
