"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,supporting information,insoluble in water,"Shen, Libo;?Cao, Ning;?Tong, Lu;?Zhang, Xinjiang;?Wu, Guangcheng;?Jiao, Tianyu;?Yin, Qi;?Zhu, Jiaqi;?Pan, Yuanjiang;?Li, Hao[Angewandte Chemie - International Edition,?2018, vol. 57, # 50, p. 16486 - 16490][Angew. Chem.,?2018, vol. 130, p. 16724 - 16728,5]"
,,,,,,,Full Text
,,,,,,,Cited 32 timesDetailsAbstract
,,,,,,soluble in liquid and supercritical isobutane,"Martinez, Fabiola;?Martin, Alicia;?Rincon, Jesusa[Journal of Chemical and Engineering Data,?2012, vol. 57, # 11, p. 2928 - 2935]"
,,,,,,,Full Text
,,,,,,,Cited 5 timesDetailsAbstract
,in pure solvent,45,liquid carbon dioxide,,,"pressure dependence, Solubility: 1.26e-07 mol-percent","Esmaeilzadeh, Feridun;?Goodarznia, Iraj[Journal of Chemical and Engineering Data,?2005, vol. 50, # 1, p. 49 - 51]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
,in pure solvent,,,,,pressure dependence,"Goodarznia, Iraj;?Esmaeilzadeh, Feridun[Journal of Chemical and Engineering Data,?2002, vol. 47, # 2, p. 333 - 338]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
,in solution,,,,,in the presence of organic compounds,"Lassen, Pia;?Carlsen, Lars[Chemosphere,?1999, vol. 38, # 13, p. 2959 - 2968]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,in pure solvent,,,,,,"Yalkowsky;?Valvani[Journal of Pharmaceutical Sciences,?1980, vol. 69, # 8, p. 912 - 922]"
,,,,,,,Full Text
,,,,,,,Cited 522 timesDetailsAbstract
,,,,,,,"Coon, John E.;?Sediawan, Wahyudi B.;?Auwaerter, John E.;?McLaughlin, Edward[Journal of Solution Chemistry,?1988, vol. 17, # 6, p. 519 - 534]"
,,,,,,,Full Text
,,,,,,,Cited 46 timesDetailsAbstract
,,,,,,,"McCargar, James W.;?Acree Jr., William E.[Journal of Solution Chemistry,?1988, vol. 17, # 11, p. 1081 - 1091]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
,,,,,,,"Lassen;?Poulsen;?Stuer-Lauridsen;?Carlsen[Chemosphere,?1997, vol. 34, # 2, p. 335 - 344]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
,,,,,,,"Miller;?Hawthorne;?Gizir;?Clifford[Journal of Chemical and Engineering Data,?1998, vol. 43, # 6, p. 1043 - 1047]"
,,,,,,,Full Text
,,,,,,,Cited 163 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 0.000671,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,dibutyl ether,,,Solubility: 0.00501,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,,,,,,,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 0.000414,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 0.00255,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"hexane, various solvent(s)",0.1,,Solubility: 0.000195,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.1664,,Solubility: 0.00108,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.2687,,Solubility: 0.00132,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.4471,,Solubility: 0.00185,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.5693,,Solubility: 0.00234,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.5757,,Solubility: 0.00241,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.6726,,Solubility: 0.00274,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.7784,,Solubility: 0.00321,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.8289,,Solubility: 0.00356,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.903,,Solubility: 0.00413,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.9625,,Solubility: 0.00470,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.138,,Solubility: 0.000807,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.2098,,Solubility: 0.00102,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.313,,Solubility: 0.00136,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.4032,,Solubility: 0.00168,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.4774,,Solubility: 0.00202,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.5818,,Solubility: 0.00237,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.7127,,Solubility: 0.00308,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.8009,,Solubility: 0.00371,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.9146,,Solubility: 0.00430,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.1604,,Solubility: 0.00107,"McCargar;?Acree Jr.[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 572 - 574]"
,,,,,,,Full Text
,,,,,,,Cited 44 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.0853,,Solubility: 0.00335,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.1727,,Solubility: 0.00396,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.3475,,Solubility: 0.00509,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.4481,,Solubility: 0.00510,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.5491,,Solubility: 0.00526,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.6531,,Solubility: 0.00533,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.7594,,Solubility: 0.00532,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.8725,,Solubility: 0.00530,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"hexane, various solvent(s)",0.9,,Solubility: 0.001989,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"hexane, various solvent(s)",0.9,,Solubility: 0.002002,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"hexane, various solvent(s)",0.9,,Solubility: 0.002026,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"hexane, various solvent(s)",0.9,,Solubility: 0.002050,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"hexane, various solvent(s)",0.1,,Solubility: 0.000197,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"hexane, various solvent(s)",0.1,,Solubility: 0.000200,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"hexane, various solvent(s)",0.1,,Solubility: 0.000205,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,in pure solvent,25,"various solvent(s), dibutyl ether",0.2722,,Solubility: 0.00461,"Acree Jr.;?McCargar[Journal of Pharmaceutical Sciences,?1987, vol. 76, # 7, p. 575 - 579]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
0.129,in pure solvent,25,"2,2,4-trimethyl-pentane",,,,"Anderson;?Rytting;?Higuchi[Journal of Pharmaceutical Sciences,?1980, vol. 69, # 6, p. 676 - 680]"
,,,,,,,Full Text
,,,,,,,Cited 35 timesDetailsAbstract
3.00978,in pure solvent,25,various solvent(s),,,,"Anderson;?Rytting;?Higuchi[Journal of Pharmaceutical Sciences,?1980, vol. 69, # 6, p. 676 - 680]"
,,,,,,,Full Text
,,,,,,,Cited 35 timesDetailsAbstract
4.849,in pure solvent,25,dibutyl ether,,,,"Anderson;?Rytting;?Higuchi[Journal of Pharmaceutical Sciences,?1980, vol. 69, # 6, p. 676 - 680]"
,,,,,,,Full Text
,,,,,,,Cited 35 timesDetailsAbstract
7.859,in pure solvent,25,CHCl3,,,,"Anderson;?Rytting;?Higuchi[Journal of Pharmaceutical Sciences,?1980, vol. 69, # 6, p. 676 - 680]"
,,,,,,,Full Text
,,,,,,,Cited 35 timesDetailsAbstract
16.554,in pure solvent,25,various solvent(s),,,,"Anderson;?Rytting;?Higuchi[Journal of Pharmaceutical Sciences,?1980, vol. 69, # 6, p. 676 - 680]"
,,,,,,,Full Text
,,,,,,,Cited 35 timesDetailsAbstract
,,30,,,,,"Ashida;?Shimizu[Koru Taru/Coal tar,?1952, vol. 4, p. 357,358][Chem.Abstr.,?1953, p. 6119]"
,,,,,,,Full Text
,,,,,,,Details
,,60,,,,,"Ashida;?Shimizu[Koru Taru/Coal tar,?1952, vol. 4, p. 357,358][Chem.Abstr.,?1953, p. 6119]"
,,,,,,,Full Text
,,,,,,,Details
,,80,,,,,"Ashida;?Shimizu[Koru Taru/Coal tar,?1952, vol. 4, p. 357,358][Chem.Abstr.,?1953, p. 6119]"
,,,,,,,Full Text
,,,,,,,Details
,,,"ethanol, acetone",,,,"Douillet;?Ficheroulle[Memorial des Poudres,?1937, vol. 27, p. 105,113]"
,,,,,,,Full Text
,,,,,,,Details
,,,diethyl ether,,,,"Graebe;?Glaser[Justus Liebigs Annalen der Chemie,?1872, vol. 163, p. 352]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Douillet;?Ficheroulle[Memorial des Poudres,?1937, vol. 27, p. 105,113]"
,,,,,,,Full Text
,,,,,,,Details
,,,ethanol,,,100 g solvent dissolves. 1.30 g Substance.,"Pucher;?Dehn[Journal of the American Chemical Society,?1921, vol. 43, p. 1755]"
,,,,,,,Full Text
,,,,,,,Details
,,,quinoline,,,100 g solvent dissolves. 33.40 g Substance.,"Pucher;?Dehn[Journal of the American Chemical Society,?1921, vol. 43, p. 1755]"
,,,,,,,Full Text
,,,,,,,Details
,,15.5,benzene,,,100 g solvent dissolves. 0.7 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,30,benzene,,,100 g solvent dissolves. 1.0 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,50,benzene,,,100 g solvent dissolves. 5.0 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,15.5,toluene,,,100 g solvent dissolves. 0.4 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,50,toluene,,,100 g solvent dissolves. 1.6 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,100,toluene,,,100 g solvent dissolves. 4.8 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,30,CHCl3,,,100 g solvent dissolves. 0.6 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,50,CHCl3,,,100 g solvent dissolves. 1.1 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,30,CS2,,,100 g solvent dissolves. 0.4 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,15.5,acetone,,,100 g solvent dissolves. 6.1 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,30,acetone,,,100 g solvent dissolves. 9.7 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
,,50,acetone,,,100 g solvent dissolves. 62.3 g Substance.,"Clark[Journal of Industrial and Engineering Chemistry,?1919, vol. 11, p. 206][Chemisches Zentralblatt,?1919, vol. 90, # IV, p. 511]"
,,,,,,,Full Text
,,,,,,,Details
