"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.0421,in pure solvent,25,H2O,,,,"Chantooni, Miran K.;?Roland, Guy;?Kolthoff, Izaak M.[Journal of Solution Chemistry,?1988, vol. 17, # 2, p. 175 - 190]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
1.0597,in pure solvent,25,propan-2-ol,,,,"Chantooni, Miran K.;?Roland, Guy;?Kolthoff, Izaak M.[Journal of Solution Chemistry,?1988, vol. 17, # 2, p. 175 - 190]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
4.57,in pure solvent,25,methanol,,,,"Chantooni, Miran K.;?Roland, Guy;?Kolthoff, Izaak M.[Journal of Solution Chemistry,?1988, vol. 17, # 2, p. 175 - 190]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
35.835,in pure solvent,25,acetone,,,,"Chantooni, Miran K.;?Roland, Guy;?Kolthoff, Izaak M.[Journal of Solution Chemistry,?1988, vol. 17, # 2, p. 175 - 190]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
97.879,in pure solvent,25,acetonitrile,,,,"Chantooni, Miran K.;?Roland, Guy;?Kolthoff, Izaak M.[Journal of Solution Chemistry,?1988, vol. 17, # 2, p. 175 - 190]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
115.271,in pure solvent,25,dimethylformamide,,,,"Chantooni, Miran K.;?Roland, Guy;?Kolthoff, Izaak M.[Journal of Solution Chemistry,?1988, vol. 17, # 2, p. 175 - 190]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
1520.77,in pure solvent,25,butan-1-ol,,,,"Chantooni, Miran K.;?Roland, Guy;?Kolthoff, Izaak M.[Journal of Solution Chemistry,?1988, vol. 17, # 2, p. 175 - 190]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
