"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.0098,in solution,30,light petroleum,,,,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,10,benzene,,,100 g solvent dissolves. 0.093 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,30,benzene,,,100 g solvent dissolves. 0.13 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,10,toluene,,,100 g solvent dissolves. 0.058 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,30,toluene,,,100 g solvent dissolves. 0.101 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,10,CHCl3,,,100 g solvent dissolves. 0.18 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,30,CHCl3,,,100 g solvent dissolves. 0.388 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,10,methanol,,,100 g solvent dissolves. 0.665 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,30,methanol,,,100 g solvent dissolves. 0.982 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,10,ethanol,,,100 g solvent dissolves. 0.753 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,30,ethanol,,,100 g solvent dissolves. 1.12 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,10,butan-1-ol,,,100 g solvent dissolves. 0.500 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,30,butan-1-ol,,,100 g solvent dissolves. 0.943 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,10,dibutyl ether,,,100 g solvent dissolves. 0.066 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,30,dibutyl ether,,,100 g solvent dissolves. 0.105 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,10,dioxane,,,100 g solvent dissolves. 0.18 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,30,dioxane,,,100 g solvent dissolves. 0.388 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,10,acetone,,,100 g solvent dissolves. 1.70 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
,,30,acetone,,,100 g solvent dissolves. 4.09 g Substance.,"Doisy et al.[Journal of Biological Chemistry,?1941, vol. 138, p. 283]"
,,,,,,,Full Text
,,,,,,,Details
6.3,in solution,18,ethanol,,,,"Girard et al.[Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences,?1932, vol. 195, p. 981,982]"
,,,,,,,Full Text
,,,,,,,Details
25,in solution,,ethanol,,,in boiling solvent.,"Girard et al.[Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences,?1932, vol. 195, p. 981,982]"
,,,,,,,Full Text
,,,,,,,Details
