"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.00852,,,water,,,,"Palma, Danielly C. A.;?Lourencetti, Carolina;?Uecker, Marli E.;?Mello, Paulo R. B.;?Pignati, Wanderlei A.;?Dores, Eliana F. G. C.[Journal of the Brazilian Chemical Society,?2014, vol. 25, # 8, p. 1419 - 1430]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
523.494,in pure solvent,25,octan-1-ol,,,,"Shoeib, Mahiba;?Harner, Tom[Environmental Toxicology and Chemistry,?2002, vol. 21, # 5, p. 984 - 990]"
,,,,,,,Full Text
,,,,,,,Cited 183 timesDetailsAbstract
,in pure solvent,,,,,equation,"Jain, Neera;?Yalkowsky, Samuel H.[Journal of Pharmaceutical Sciences,?2001, vol. 90, # 2, p. 234 - 252]"
,,,,,,,Full Text
,,,,,,,Cited 324 timesDetailsAbstract
,in pure solvent,,,,,,"Macnaughton, Stuart J.;?Kikic, Ireneo;?Rovedo, Giuseppe;?Foster, Neil R.;?Alessi, Paolo[Journal of Chemical and Engineering Data,?1995, vol. 40, # 3, p. 593 - 597]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 9.28 p(g/100g solution),"Chiou, Cary T.;?Manes, Milton[Journal of the Chemical Society, Faraday Transactions 1: Physical Chemistry in Condensed Phases,?1986, vol. 82, p. 243 - 246]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,,,,,,in H2O und Proteinloesungen,"Uchida et al.[Pesticide Biochemistry and Physiology,?1972, vol. 2, p. 383,386,387]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,"Loesl. in Benzol zitiert: Bezobrazov et al., Hexachloran, Moskau, 1958","Rudko et al.[Journal of Applied Spectroscopy,?1967, vol. 6, p. 529]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetails
200,in pure solvent,25,CS2,,,,"Daasch[Analytical Chemistry,?1947, vol. 19, p. 779,781]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethanol,,,100 g solvent dissolves. 6.7 g Substance.,"Kauer;?DuVall;?Alquist[Industrial and Engineering Chemistry,?1947, vol. 39, p. 1335,1336]"
,,,,,,,Full Text
,,,,,,,Details
,,20,CHCl3,,,100 g solvent dissolves. 25.2 g Substance.,"Kauer;?DuVall;?Alquist[Industrial and Engineering Chemistry,?1947, vol. 39, p. 1335,1336]"
,,,,,,,Full Text
,,,,,,,Details
,,20,benzene,,,100 g solvent dissolves. 33.7 g Substance.,"Kauer;?DuVall;?Alquist[Industrial and Engineering Chemistry,?1947, vol. 39, p. 1335,1336]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,100 g solvent dissolves. 56.0 g Substance.,"Kauer;?DuVall;?Alquist[Industrial and Engineering Chemistry,?1947, vol. 39, p. 1335,1336]"
,,,,,,,Full Text
,,,,,,,Details
0.01,in solution,20,H2O,,,,"Slade[Chemistry and industry,?1945, p. 314,316]"
,,,,,,,Full Text
,,,,,,,Details
,,20,methanol,,,100 g solvent dissolves. 7.4 g Substance.,"Slade[Chemistry and industry,?1945, p. 314,316]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethanol,,,100 g solvent dissolves. 6.4 g Substance.,"Slade[Chemistry and industry,?1945, p. 314,316]"
,,,,,,,Full Text
,,,,,,,Details
,,20,CHCl3,,,100 g solvent dissolves. 24.0 g Substance.,"Slade[Chemistry and industry,?1945, p. 314,316]"
,,,,,,,Full Text
,,,,,,,Details
,,20,benzene,,,100 g solvent dissolves. 28.9 g Substance.,"Slade[Chemistry and industry,?1945, p. 314,316]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,100 g solvent dissolves. 43.5 g Substance.,"Slade[Chemistry and industry,?1945, p. 314,316]"
,,,,,,,Full Text
,,,,,,,Details
