"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
61,in solution,,acetone,,,in boiling solvent.,"Craig;?Robinson;?Fowler[Canadian Journal of Chemistry,?1956, vol. 34, p. 1610]"
,,,,,,,Full Text
,,,,,,,Details
3.17,in solution,30,methanol,,,,"Vinson[1954, vol. 30, # 4, p. 44,45]"
,,,,,,,Full Text
,,,,,,,Details
2.59,in solution,30,ethanol,,,,"Vinson[1954, vol. 30, # 4, p. 44,45]"
,,,,,,,Full Text
,,,,,,,Details
77.2,in solution,30,acetone,,,,"Vinson[1954, vol. 30, # 4, p. 44,45]"
,,,,,,,Full Text
,,,,,,,Details
1.7,in solution,30,diethyl ether,,,,"Vinson[1954, vol. 30, # 4, p. 44,45]"
,,,,,,,Full Text
,,,,,,,Details
11.5,in solution,30,ethyl acetate,,,,"Vinson[1954, vol. 30, # 4, p. 44,45]"
,,,,,,,Full Text
,,,,,,,Details
0.1,in solution,30,light petroleum,,,,"Vinson[1954, vol. 30, # 4, p. 44,45]"
,,,,,,,Full Text
,,,,,,,Details
47.8,in solution,30,benzene,,,,"Vinson[1954, vol. 30, # 4, p. 44,45]"
,,,,,,,Full Text
,,,,,,,Details
14,in solution,30,xylene,,,,"Vinson[1954, vol. 30, # 4, p. 44,45]"
,,,,,,,Full Text
,,,,,,,Details
4.1,in solution,30,CCl4,,,,"Vinson[1954, vol. 30, # 4, p. 44,45]"
,,,,,,,Full Text
,,,,,,,Details
375,in solution,30,CHCl3,,,,"Vinson[1954, vol. 30, # 4, p. 44,45]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Morris[Industrial and Engineering Chemistry,?1932, vol. 24, p. 586]"
,,,,,,,Full Text
,,,,,,,Details
