"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,good solubility in DMF,"You, Zi-Xin;?Xiao, Yao;?Guan, Qing-Lin;?Zhang, Ting;?Xing, Yong-Heng;?Bai, Feng-Ying[Journal of Materials Chemistry C,?2023, vol. 11, # 43, p. 15149 - 15159]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,highly water soluble,"Mondal, Sanjoy;?Bairi, Partha;?Das, Sujoy;?Nandi, Arun K.[Chemistry - A European Journal,?2018, vol. 24, # 21, p. 5591 - 5600]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
14,,,water,,,,"Li, Xin-Gui;?Liao, Yaozu;?Huang, Mei-Rong;?Strong, Veronica;?Kaner, Richard B.[Chemical Science,?2013, vol. 4, # 5, p. 1970 - 1978]"
,,,,,,,Full Text
,,,,,,,Cited 99 timesDetailsAbstract
,,,,,,Soluble in toluene,"Huynh, Tan-Phat;?Sosnowska, Marta;?Sobczak, Janusz W.;?Kc, Chandra B.;?Nesterov, Vladimir N.;?D'Souza, Francis;?Kutner, Wlodzimierz[Analytical Chemistry,?2013, vol. 85, # 17, p. 8361 - 8368]"
,,,,,,,Full Text
,,,,,,,Cited 48 timesDetailsAbstract
5,in pure solvent,40,various solvent(s),,,,"Marshall;?Strohbusch;?Eyring[Journal of Chemical and Engineering Data,?1981, vol. 26, # 3, p. 333 - 334]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,,,,,in H2O bei 10-90grad,"Korenman et al.[Russian Journal of Physical Chemistry,?1976, vol. 50, p. 1780]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loeslichkeitskonst. in leichtem und schwerem H2O: ¶§G0,"Salomaa;?Mattsen[Acta Chemica Scandinavica (1947),?1972, vol. 26, p. 2135]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,"l.v. Kalium in 2.4.6-Trinitrophenol,Extraktion in percent","Iwachido,T.[Bulletin of the Chemical Society of Japan,?1971, vol. 44, p. 1835 - 1840]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loeslichkeit in Acn.,"Zhilina;?Mishchenko[Journal of applied chemistry of the USSR,?1965, vol. 38, p. 2777][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1965, vol. 38, p. 2856]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,relative Loeslichkeit in H2O2/W.-Gemisch,"Dedman et al.[Journal of the Chemical Society,?1965, p. 3505,3507]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,free energy related to dissolution in H2O and aq. H2O2 given;,"Dedman, A. J.;?Flood, P.;?Lewis, T. J.;?Richards, D. H.;?Salter, D. A.[Journal of the Chemical Society][Journal of the Chemical Society,?1965, p. 3505 - 3512]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetails
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: O: MVol.7, 46, page 2260 - 2262]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,soly. in aq. H2O2 given as diagram;,"Dedman, A. J.;?Flood, P.;?Lewis, T. J.;?Richards, D. H.;?Salter, D. A.[Journal of the Chemical Society][Journal of the Chemical Society,?1965, p. 3505 - 3512]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetails
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: O: MVol.7, 46, page 2260 - 2262]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loeslichkeit in wss. HNO3,"Romanzowa[Russian Journal of Physical Chemistry,?1964, vol. 38, p. 1474][Zhurnal Fizicheskoi Khimii,?1964, vol. 38, p. 2711]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,"Loeslichkeit in Lsgm.-Gemischen (z.B. Chlorbenzol/Brombenzol, CCl4/Bzl. oder CS2/Acn.)","Michailow[Izvestiya Sibirskogo Otdeleniya Akademii Nauk SSSR, Seriya Khimicheskikh Nauk,?1961, vol. 5, p. 51,52-58][Chem.Abstr.,?1961, # 26628]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loeslichkeit in Me. zwischen 5grad und 50grad,"Kljuewa et al.[Trudy Leningradskogo Tekhnologicheskogo Instituta imeni Lensoveta,?1960, vol. 61, p. 47,48-51][Chem.Abstr.,?1961, # 24202]"
,,,,,,,Full Text
,,,,,,,Details
,,,H2O,,,,"Jefremow[Izvestiya Akademii Nauk SSSR, Seriya Khimicheskaya,?1940, p. 651,662, 679][Chem.Abstr.,?1941, p. 4665]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Seidell,A.[Solubilities, 3. Aufl. Bd. 2 S. 324 - 339]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Densham;?Ravald[Journal of Applied Chemistry,?1958, vol. 8, p. 267,268]"
,,,,,,,Full Text
,,,,,,,Details
,,20,nitrobenzene,,,,"Mindowitsch;?Gorbatschew[Zhurnal Fizicheskoj Khimii,?1953, vol. 27, p. 1404,1405][Chem.Abstr.,?1955, p. 5932]"
,,,,,,,Full Text
,,,,,,,Details
47,in solution,1.4,"2,2,4-trimethyl-pentane",,,,"Gambrill;?Martin[Industrial and Engineering Chemistry, Analytical Edition,?1946, vol. 18, p. 689,691]"
,,,,,,,Full Text
,,,,,,,Details
75.5,in solution,22.4,benzene,,,,"Gambrill;?Martin[Industrial and Engineering Chemistry, Analytical Edition,?1946, vol. 18, p. 689,691]"
,,,,,,,Full Text
,,,,,,,Details
89.5,in solution,22.3,toluene,,,,"Gambrill;?Martin[Industrial and Engineering Chemistry, Analytical Edition,?1946, vol. 18, p. 689,691]"
,,,,,,,Full Text
,,,,,,,Details
109,in solution,23.6,"2,2,4-trimethyl-pentane",,,,"Gambrill;?Martin[Industrial and Engineering Chemistry, Analytical Edition,?1946, vol. 18, p. 689,691]"
