"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.120108,in pure solvent,25,H2O,,,,"Breslow, Ronald;?Groves, Kevin;?Mayer, M. Uljana[Journal of the American Chemical Society,?2002, vol. 124, # 14, p. 3622 - 3635]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
0.394641,in solution,25,"H2O, ethanol",,,Ratio of solvents: 20% v/v EtOH,"Breslow, Ronald;?Groves, Kevin;?Mayer, M. Uljana[Journal of the American Chemical Society,?2002, vol. 124, # 14, p. 3622 - 3635]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
0.583382,in solution,25,"H2O, dimethylsulfoxide",,,Ratio of solvents: 20% v/v DMSO,"Breslow, Ronald;?Groves, Kevin;?Mayer, M. Uljana[Journal of the American Chemical Society,?2002, vol. 124, # 14, p. 3622 - 3635]"
,,,,,,,Full Text
,,,,,,,Cited 57 timesDetailsAbstract
,,,,,,ROH (Tab.4),"Abraham;?Grellier[Journal of the Chemical Society. Perkin transactions II,?1975, p. 1856]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loeslichkeit in Benzylalkohol (S.302) u. anderen LM (S.306),"Abraham[Journal of the Chemical Society B: Physical Organic,?1971, p. 299,305]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,"Die v. Ref.4, Tab.25 von Halban, Z. phys. Chem. 84 <1913> 129 angegebene Loeslichkeit i. Butylalkohhol, ist tatsaechlich die i. Benzylalkohol","Abraham[Journal of the Chemical Society B: Physical Organic,?1971, p. 299,305]"
,,,,,,,Full Text
,,,,,,,Details
,,30,ethanol,,,100 g solvent dissolves. 8.2 g Substance.,"McCombie;?Scarborough;?Smith[Journal of the Chemical Society,?1927, p. 809]"
,,,,,,,Full Text
,,,,,,,Details
,,30,acetone,,,100 g solvent dissolves. 126.8 g Substance.,"McCombie;?Scarborough;?Smith[Journal of the Chemical Society,?1927, p. 809]"
,,,,,,,Full Text
,,,,,,,Details
,,30,ethyl acetate,,,100 g solvent dissolves. 69.7 g Substance.,"McCombie;?Scarborough;?Smith[Journal of the Chemical Society,?1927, p. 809]"
,,,,,,,Full Text
,,,,,,,Details
,,30,benzene,,,100 g solvent dissolves. 74.2 g Substance.,"McCombie;?Scarborough;?Smith[Journal of the Chemical Society,?1927, p. 809]"
,,,,,,,Full Text
,,,,,,,Details
,,30,ethyl benzoate,,,100 g solvent dissolves. 51.2 g Substance.,"McCombie;?Scarborough;?Smith[Journal of the Chemical Society,?1927, p. 809]"
,,,,,,,Full Text
,,,,,,,Details
