"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,80,aq. NaHCO3,,,,"Fedorow;?Ssprysskow;?Ermolina[1947, vol. 13, p. 420][Chem.Abstr.,?1949, p. 974]"
,,,,,,,Full Text
,,,,,,,Details
,,15,H2O,,,100 g solvent dissolves. 0.0040 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,H2O,,,100 g solvent dissolves. 0.0085 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 0.0410 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,15,CHCl3,,,100 g solvent dissolves. 0.656 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,CHCl3,,,100 g solvent dissolves. 1.845 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,15,CCl4,,,100 g solvent dissolves. 0.062 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,CCl4,,,100 g solvent dissolves. 0.067 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,15,benzene,,,100 g solvent dissolves. 0.917 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,benzene,,,100 g solvent dissolves. 6.874 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,15,toluene,,,100 g solvent dissolves. 1.908 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,toluene,,,100 g solvent dissolves. 5.617 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,15,methanol,,,100 g solvent dissolves. 0.206 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,methanol,,,100 g solvent dissolves. 0.925 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethanol,,,100 g solvent dissolves. 0.113 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethanol,,,100 g solvent dissolves. 0.760 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethanol,,,100 g solvent dissolves. 0.175 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethanol,,,100 g solvent dissolves. 0.858 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,15,diethyl ether,,,100 g solvent dissolves. 0.430 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,35,diethyl ether,,,100 g solvent dissolves. 0.871 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
,,15,acetone,,,100 g solvent dissolves. 10.901 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 16, p. 79][Chemisches Zentralblatt,?1926, vol. 97, # I, p. 3229]"
,,,,,,,Full Text
,,,,,,,Details
