"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,23.49,isopropyl alcohol,,,Solubility: 0.3074 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,26.39,isopropyl alcohol,,,Solubility: 0.3414 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,30.09,isopropyl alcohol,,,Solubility: 0.405 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,33.19,isopropyl alcohol,,,Solubility: 0.4859 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,38.59,isopropyl alcohol,,,Solubility: 0.5985 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,41.64,isopropyl alcohol,,,Solubility: 0.6892 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,44.69,isopropyl alcohol,,,Solubility: 0.7524 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,49.79,isopropyl alcohol,,,Solubility: 0.992 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,52.44,isopropyl alcohol,,,Solubility: 1.101 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
