"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,highly soluble in acetonitrile,"Liu, Bin;?Tang, Chun Wai;?Zhang, Cheng;?Jia, Guochen;?Zhao, Tianshou[Chemistry of Materials,?2021, vol. 33, # 3, p. 978 - 986]"
,,,,,,,Full Text
,,,,,,,Cited 32 timesDetailsAbstract
,,,,,,good solubility in water,"?al??kan, Melike;?Akay, Sema;?Baran, Talat;?Kayan, Berkant[Journal of Organometallic Chemistry,?2021, vol. 950]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,,,,,water insoluble,"Wei, Qiangbing;?Shi, Ruirong;?Lu, Dedai;?Lei, Ziqiang[RSC Advances,?2016, vol. 6, # 35, p. 29245 - 29253]"
,,,,,,,Full Text
,,,,,,,Cited 32 timesDetailsAbstract
,,,,,,poor solublility in water,"Sun, Jingwen;?Fu, Yongsheng;?He, Guangyu;?Sun, Xiaoqiang;?Wang, Xin[Catalysis science and technology,?2014, vol. 4, # 6, p. 1742 - 1748]"
,,,,,,,Full Text
,,,,,,,Cited 169 timesDetailsAbstract
0.353,in pure solvent,21,H2O,,,,"Luning Prak, Dianne J.[Chemosphere,?2007, vol. 68, # 10, p. 1961 - 1967]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.19,in pure solvent,5.34,H2O,,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.219,in pure solvent,7.84,H2O,,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.295,in pure solvent,18.84,H2O,,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.361,in pure solvent,24.44,H2O,,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.178,in pure solvent,5.34,"H2O, various solvent(s)",,,Ratio of solvents: 75:25,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.275,in pure solvent,18.84,"H2O, various solvent(s)",,,Ratio of solvents: 75:25,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.55,in pure solvent,40.44,"H2O, various solvent(s)",,,Ratio of solvents: 75:25,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.189,in pure solvent,7.84,"H2O, various solvent(s)",,,Ratio of solvents: 50:50,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.382,in pure solvent,30.24,"H2O, various solvent(s)",,,Ratio of solvents: 50:50,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.23,in pure solvent,18.84,various solvent(s),,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.168,in pure solvent,7.84,various solvent(s),,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.149,in pure solvent,5.34,various solvent(s),,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.491,in pure solvent,40.44,"H2O, various solvent(s)",,,Ratio of solvents: 25:75,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.376,in pure solvent,30.24,"H2O, various solvent(s)",,,Ratio of solvents: 25:75,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.243,in pure solvent,18.84,"H2O, various solvent(s)",,,Ratio of solvents: 25:75,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.179,in pure solvent,7.84,"H2O, various solvent(s)",,,Ratio of solvents: 25:75,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.157,in pure solvent,5.34,"H2O, various solvent(s)",,,Ratio of solvents: 25:75,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.522,in pure solvent,40.44,"H2O, various solvent(s)",,,Ratio of solvents: 50:50,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.467,in pure solvent,40.44,various solvent(s),,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.339,in pure solvent,30.24,various solvent(s),,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.258,in pure solvent,18.84,"H2O, various solvent(s)",,,Ratio of solvents: 50:50,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.168,in pure solvent,5.34,"H2O, various solvent(s)",,,Ratio of solvents: 50:50,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.399,in pure solvent,30.24,"H2O, various solvent(s)",,,Ratio of solvents: 75:25,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.205,in pure solvent,7.84,"H2O, various solvent(s)",,,Ratio of solvents: 75:25,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.578,in pure solvent,40.44,H2O,,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.495,in pure solvent,35.74,H2O,,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.422,in pure solvent,30.24,H2O,,,,"Luning Prak, Dianne J.;?O'Sullivan, Daniel W.[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2446 - 2450]"
,,,,,,,Full Text
,,,,,,,Cited 28 timesDetailsAbstract
0.179,in pure solvent,10,H2O,,,,"Dohnal;?Benes[Journal of Chemical and Engineering Data,?1999, vol. 44, # 5, p. 1097 - 1102]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
0.242,in pure solvent,20,H2O,,,,"Dohnal;?Benes[Journal of Chemical and Engineering Data,?1999, vol. 44, # 5, p. 1097 - 1102]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
0.322,in pure solvent,30,H2O,,,,"Dohnal;?Benes[Journal of Chemical and Engineering Data,?1999, vol. 44, # 5, p. 1097 - 1102]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
0.418,in pure solvent,40,H2O,,,,"Dohnal;?Benes[Journal of Chemical and Engineering Data,?1999, vol. 44, # 5, p. 1097 - 1102]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
0.357,in pure solvent,20,H2O,,,,"Ferguson, Stephen B.;?Sanford, Elizabeth M.;?Seward, Eileen M.;?Diederich, Fran?ois[Journal of the American Chemical Society,?1991, vol. 113, # 14, p. 5410 - 5419]"
,,,,,,,Full Text
,,,,,,,Cited 150 timesDetailsAbstract
0.229,in solution,7.9,H2O,,,,"Tzscheutschler, E.;?Gelbin, D.[Zeitschrift fur Physikalische Chemie (Leipzig),?1982, vol. 263, # 5, p. 952 - 956]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.309,in solution,19.9,H2O,,,,"Tzscheutschler, E.;?Gelbin, D.[Zeitschrift fur Physikalische Chemie (Leipzig),?1982, vol. 263, # 5, p. 952 - 956]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.638,in solution,49.9,H2O,,,,"Tzscheutschler, E.;?Gelbin, D.[Zeitschrift fur Physikalische Chemie (Leipzig),?1982, vol. 263, # 5, p. 952 - 956]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.788,in solution,64.9,H2O,,,,"Tzscheutschler, E.;?Gelbin, D.[Zeitschrift fur Physikalische Chemie (Leipzig),?1982, vol. 263, # 5, p. 952 - 956]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,Loesl. in Wasser bei 25grad (52 mg / 100 cm3) und in wss. Lsg. von NH4SCN verschiedener Konz. (Tab.2),"Pasciak;?Zjawiony[Roczniki Chemii,?1970, vol. 44, p. 229]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in H2SO4 (25grad),"Grabowskaja;?Winnik[Russian Journal of Physical Chemistry,?1966, vol. 40, p. 1221][Zhurnal Fizicheskoi Khimii,?1966, vol. 40, p. 2272]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,in Tetramethylharnstoff,"Luettringhaus,A.;?Dirksen,H.-W.[Angewandte Chemie,?1963, vol. 75, p. 1059 - 1068]"
,,,,,,,Full Text
,,,,,,,Details
