"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,Page/Page column 17,soluble in water,"Current Patent Assignee:?VIIV HEALTHCARE?- WO2020/163196,?2020, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,"Soluble in water, sparingly soluble in methanol, slightly soluble in ethanol","Adosraku, Reimmel Kwame;?Adu, Joseph Kwasi;?Goku, Phoebe Esinam;?Orman, Emmanuel;?Quartey, Anna Naa Kwarley[Journal of Chemistry,?2020, vol. 2020, art. no. 4618360]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,,,,,soluble in water; sparingly soluble in methanol,"Devunuri, Nagaraju;?Amminabavi, Nagaraj;?Chennuri, Bharath Kumar;?Losetty, Venkatramana;?Gardas, Ramesh L.[Journal of Molecular Liquids,?2016, vol. 214, p. 214 - 219]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
163.42,in pure solvent,34.84,water,,,,"Da Silva, Cameron Capeletti;?De Lima Cirqueira, Marilia;?Martins, Felipe Terra[CrystEngComm,?2013, vol. 15, # 32, p. 6311 - 6317]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
188.02,in pure solvent,32,phosphate buffer,,,,"Van Heerden, Jaco;?Breytenbach, Jaco C.;?N'Da, David D.;?Breytenbach, J. Wilma;?Du Preez, Jan L.[Medicinal Chemistry,?2010, vol. 6, # 2, p. 91 - 99]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
0.019,in pure solvent,5,ethyl acetate,,,,"Jozwiakowski, Michael J.;?Nguyen, Ngoc-Anh T.;?Sisco, Jay M.;?Spancake, Christopher W.[Journal of Pharmaceutical Sciences,?1996, vol. 85, # 2, p. 193 - 199]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
0.037,in pure solvent,15,ethyl acetate,,,,"Jozwiakowski, Michael J.;?Nguyen, Ngoc-Anh T.;?Sisco, Jay M.;?Spancake, Christopher W.[Journal of Pharmaceutical Sciences,?1996, vol. 85, # 2, p. 193 - 199]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
0.057,in pure solvent,25,ethyl acetate,,,,"Jozwiakowski, Michael J.;?Nguyen, Ngoc-Anh T.;?Sisco, Jay M.;?Spancake, Christopher W.[Journal of Pharmaceutical Sciences,?1996, vol. 85, # 2, p. 193 - 199]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
0.086,in pure solvent,35,ethyl acetate,,,,"Jozwiakowski, Michael J.;?Nguyen, Ngoc-Anh T.;?Sisco, Jay M.;?Spancake, Christopher W.[Journal of Pharmaceutical Sciences,?1996, vol. 85, # 2, p. 193 - 199]"
,,,,,,,Full Text
,,,,,,,Cited 41 timesDetailsAbstract
0.128,in pure solvent,45,ethyl acetate,,,,"Jozwiakowski, Michael J.;?Nguyen, Ngoc-Anh T.;?Sisco, Jay M.;?Spancake, Christopher W.[Journal of Pharmaceutical Sciences,?1996, vol. 85, # 2, p. 193 - 199]"
