"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.0597,in pure solvent,20,water,,supporting information,,"Kovalev, Igor S.;?Taniya, Olga S.;?Kopchuk, Dmitry S.;?Giri, Kousik;?Mukherjee, Anindita;?Santra, Sougata;?Majee, Adinath;?(°≠)?Bakulev, Vasily A.;?Chupakhin, Oleg N.[New Journal of Chemistry,?2018, vol. 42, # 24, p. 19864 - 19871]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
0.04406,in pure solvent,21,H2O,,,diagram,"Larson, Steven L.;?Martin, W. Andy;?Escalon, B. Lynn;?Thompson, Michelle[Environmental Science and Technology,?2008, vol. 42, # 3, p. 786 - 792]"
,,,,,,,Full Text
,,,,,,,Cited 42 timesDetailsAbstract
,in solution,20,various solvent(s),,,Solubility: 4.72 molpercent,"Kim, Doo-Yong;?Kim, Kwang-Joo[Journal of Chemical and Engineering Data,?2007, vol. 52, # 5, p. 1946 - 1949]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,40,various solvent(s),,,Solubility: 7.14 molpercent,"Kim, Doo-Yong;?Kim, Kwang-Joo[Journal of Chemical and Engineering Data,?2007, vol. 52, # 5, p. 1946 - 1949]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,60,various solvent(s),,,Solubility: 10.46 molpercent,"Kim, Doo-Yong;?Kim, Kwang-Joo[Journal of Chemical and Engineering Data,?2007, vol. 52, # 5, p. 1946 - 1949]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,80,various solvent(s),,,Solubility: 14.77 molpercent,"Kim, Doo-Yong;?Kim, Kwang-Joo[Journal of Chemical and Engineering Data,?2007, vol. 52, # 5, p. 1946 - 1949]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,90,various solvent(s),,,Solubility: 17.27 molpercent,"Kim, Doo-Yong;?Kim, Kwang-Joo[Journal of Chemical and Engineering Data,?2007, vol. 52, # 5, p. 1946 - 1949]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,20,cyclohexanone,,,Solubility: 2.91 molpercent,"Kim, Doo-Yong;?Kim, Kwang-Joo[Journal of Chemical and Engineering Data,?2007, vol. 52, # 5, p. 1946 - 1949]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,40,cyclohexanone,,,Solubility: 4.51 molpercent,"Kim, Doo-Yong;?Kim, Kwang-Joo[Journal of Chemical and Engineering Data,?2007, vol. 52, # 5, p. 1946 - 1949]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,60,cyclohexanone,,,Solubility: 7.34 molpercent,"Kim, Doo-Yong;?Kim, Kwang-Joo[Journal of Chemical and Engineering Data,?2007, vol. 52, # 5, p. 1946 - 1949]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,80,cyclohexanone,,,Solubility: 9.06 molpercent,"Kim, Doo-Yong;?Kim, Kwang-Joo[Journal of Chemical and Engineering Data,?2007, vol. 52, # 5, p. 1946 - 1949]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,90,cyclohexanone,,,Solubility: 10.47 molpercent,"Kim, Doo-Yong;?Kim, Kwang-Joo[Journal of Chemical and Engineering Data,?2007, vol. 52, # 5, p. 1946 - 1949]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
