"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,Paragraph 00265-00273,"soluble in acetone, ethanol, acetonitrile, ethyl acetate, methanol, MTBE, water","Current Patent Assignee:?CERESPIR?- WO2023/34184,?2023, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,14.99,dimethyl sulfoxide,,,Solubility: 0.005 mol/kg,"Hossain, Aslam;?Roy, Sanjay;?Ghosh, Srabani;?Mondal, Samiran;?Dolui, Bijoy Krishna[RSC Advances,?2015, vol. 5, # 85, p. 69839 - 69847]"
,,,,,,,Full Text
,,,,,,,Cited 49 timesDetailsAbstract
,in pure solvent,19.99,dimethyl sulfoxide,,,Solubility: 0.0059 mol/kg,"Hossain, Aslam;?Roy, Sanjay;?Ghosh, Srabani;?Mondal, Samiran;?Dolui, Bijoy Krishna[RSC Advances,?2015, vol. 5, # 85, p. 69839 - 69847]"
,,,,,,,Full Text
,,,,,,,Cited 49 timesDetailsAbstract
,in pure solvent,24.99,dimethyl sulfoxide,,,Solubility: 0.0065 mol/kg,"Hossain, Aslam;?Roy, Sanjay;?Ghosh, Srabani;?Mondal, Samiran;?Dolui, Bijoy Krishna[RSC Advances,?2015, vol. 5, # 85, p. 69839 - 69847]"
,,,,,,,Full Text
,,,,,,,Cited 49 timesDetailsAbstract
,in pure solvent,29.99,dimethyl sulfoxide,,,Solubility: 0.0072 mol/kg,"Hossain, Aslam;?Roy, Sanjay;?Ghosh, Srabani;?Mondal, Samiran;?Dolui, Bijoy Krishna[RSC Advances,?2015, vol. 5, # 85, p. 69839 - 69847]"
,,,,,,,Full Text
,,,,,,,Cited 49 timesDetailsAbstract
,in pure solvent,34.99,dimethyl sulfoxide,,,Solubility: 0.0082 mol/kg,"Hossain, Aslam;?Roy, Sanjay;?Ghosh, Srabani;?Mondal, Samiran;?Dolui, Bijoy Krishna[RSC Advances,?2015, vol. 5, # 85, p. 69839 - 69847]"
,,,,,,,Full Text
,,,,,,,Cited 49 timesDetailsAbstract
,in solution,14.99,"water, dimethyl sulfoxide",water (52.1 molpercent); dimethylsulfoxide (47.9 molpercent),,Solubility: 0.0084 mol/kg,"Hossain, Aslam;?Roy, Sanjay;?Ghosh, Srabani;?Mondal, Samiran;?Dolui, Bijoy Krishna[RSC Advances,?2015, vol. 5, # 85, p. 69839 - 69847]"
,,,,,,,Full Text
,,,,,,,Cited 49 timesDetailsAbstract
,in solution,19.99,"water, dimethyl sulfoxide",water (52.1 molpercent); dimethylsulfoxide (47.9 molpercent),,Solubility: 0.0096 mol/kg,"Hossain, Aslam;?Roy, Sanjay;?Ghosh, Srabani;?Mondal, Samiran;?Dolui, Bijoy Krishna[RSC Advances,?2015, vol. 5, # 85, p. 69839 - 69847]"
,,,,,,,Full Text
,,,,,,,Cited 49 timesDetailsAbstract
