"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,poor water solubility; low solubility in EtOH/H2O mixtures,"Campbell Brewer, Alison;?Hoffman, Philip C.;?Martinelli, Joseph R.;?Kobierski, Michael E.;?Mullane, Nessa;?Robbins, David[Organic Process Research and Development,?2019, vol. 23, # 8, p. 1484 - 1498]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,,,,,,low solubility in water,"Allen, A'Lester C.;?Romero-Mangado, Jaione;?Adams, Staci;?Flynn, Michael;?Chen, Bin;?Zhang, Jin Z.[Journal of Physical Chemistry B,?2018, vol. 122, # 35, p. 8396 - 8403]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
0.0001,in pure solvent,25,water,,,,"Tavel, Laurette;?Andriot, Isabelle;?Moreau, Celine;?Guichard, Elisabeth[Journal of Agricultural and Food Chemistry,?2008, vol. 56, # 21, p. 10208 - 10217]"
,,,,,,,Full Text
,,,,,,,Cited 51 timesDetailsAbstract
,in pure solvent,,,,,diagram. Object(s) of Study: temperature dependence,"Khuwijitjaru, Pramote;?Adachi, Shuji;?Matsuno, Ryuichi[Bioscience, Biotechnology and Biochemistry,?2002, vol. 66, # 8, p. 1723 - 1726]"
,,,,,,,Full Text
,,,,,,,Cited 100 timesDetailsAbstract
,in solution,35,liquid carbon dioxide,,,Solubilty: 0.343 mol-percent,"Iwai;?Fukuda;?Koga;?Arai[Journal of Chemical and Engineering Data,?1991, vol. 36, # 4, p. 430 - 432]"
,,,,,,,Full Text
,,,,,,,Cited 97 timesDetailsAbstract
,in solution,35,liquid carbon dioxide,,,Solubilty: 1.16 mol-percent,"Iwai;?Fukuda;?Koga;?Arai[Journal of Chemical and Engineering Data,?1991, vol. 36, # 4, p. 430 - 432]"
,,,,,,,Full Text
,,,,,,,Cited 97 timesDetailsAbstract
,in solution,35,liquid carbon dioxide,,,Solubilty: 2.31 mol-percent,"Iwai;?Fukuda;?Koga;?Arai[Journal of Chemical and Engineering Data,?1991, vol. 36, # 4, p. 430 - 432]"
,,,,,,,Full Text
,,,,,,,Cited 97 timesDetailsAbstract
,in solution,35,liquid carbon dioxide,,,Solubilty: 3.33 mol-percent,"Iwai;?Fukuda;?Koga;?Arai[Journal of Chemical and Engineering Data,?1991, vol. 36, # 4, p. 430 - 432]"
,,,,,,,Full Text
,,,,,,,Cited 97 timesDetailsAbstract
,in solution,35,liquid carbon dioxide,,,Solubilty: 4.03 mol-percent,"Iwai;?Fukuda;?Koga;?Arai[Journal of Chemical and Engineering Data,?1991, vol. 36, # 4, p. 430 - 432]"
,,,,,,,Full Text
,,,,,,,Cited 97 timesDetailsAbstract
,in solution,35,liquid carbon dioxide,,,Solubilty: 4.34 mol-percent,"Iwai;?Fukuda;?Koga;?Arai[Journal of Chemical and Engineering Data,?1991, vol. 36, # 4, p. 430 - 432]"
,,,,,,,Full Text
,,,,,,,Cited 97 timesDetailsAbstract
,in pure solvent,,,,,,"Yalkowsky;?Valvani[Journal of Pharmaceutical Sciences,?1980, vol. 69, # 8, p. 912 - 922]"
,,,,,,,Full Text
,,,,,,,Cited 522 timesDetailsAbstract
,,,,,,,"Serrano et al.[Tenside Detergents,?1977, vol. 14, p. 67,69]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loeslichkeit in H2O bei versch. Ionenstaerken,"Nielsen[Faraday Discussions of the Chemical Society,?1976, vol. 61, p. 153,158, 160-163]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Lipidfilm auf H2O: Loesl.-Parameter (Tab.IV),"Pagano;?Gershfeld[Journal of Physical Chemistry,?1972, vol. 76, p. 1238]"
,,,,,,,Full Text
,,,,,,,Cited 95 timesDetails
,,,,,,S.2283,"Robb[Australian Journal of Chemistry,?1966, vol. 19, p. 2281,2283]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,1828,"Lucassen[Journal of Physical Chemistry,?1966, vol. 70, p. 1824]"
,,,,,,,Full Text
,,,,,,,Cited 94 timesDetails
,,,,,,in wss. C9H20ClN-Lsg. (II),"Conine[Journal of Pharmaceutical Sciences,?1965, vol. 54, p. 1580,1582]"
,,,,,,,Full Text
,,,,,,,Details
,,20,H2O (pH 7.9),,,,"Nyren;?Back[Acta Chemica Scandinavica (1947),?1958, vol. 12, p. 1305,1310]"
,,,,,,,Full Text
,,,,,,,Details
,in solution,,acetone,,,in reinem Loesungsmittel:bei Temperaturen von -79.3grad bis +21.3grad.,"Privett et al.[1958, vol. 35, p. 366,368]"
,,,,,,,Full Text
,,,,,,,Details
0.02,in solution,20,H2O,,,,"Baykut[Istanbul Universitesi Fen Fakultesi Mecmuasi, Seri C: [Astronomi-Fizik-Kimya],?1956, vol. 21, p. 36,40]"
,,,,,,,Full Text
,,,,,,,Details
0.022,in solution,30,H2O,,,,"Baykut[Istanbul Universitesi Fen Fakultesi Mecmuasi, Seri C: [Astronomi-Fizik-Kimya],?1956, vol. 21, p. 36,40]"
,,,,,,,Full Text
,,,,,,,Details
0.029,in solution,40,H2O,,,,"Baykut[Istanbul Universitesi Fen Fakultesi Mecmuasi, Seri C: [Astronomi-Fizik-Kimya],?1956, vol. 21, p. 36,40]"
,,,,,,,Full Text
,,,,,,,Details
,,25,,,,,"Verkade;?Meerburg[Recueil des Travaux Chimiques des Pays-Bas,?1955, vol. 74, p. 263]"
,,,,,,,Full Text
,,,,,,,Details
,,37,,,,,"Verkade;?Meerburg[Recueil des Travaux Chimiques des Pays-Bas,?1955, vol. 74, p. 263]"
,,,,,,,Full Text
,,,,,,,Details
,in solution,,hexane,,,at:-10-(+)50 degreeC.,"Hoerr;?Harwood[Journal of Organic Chemistry,?1951, vol. 16, p. 779,783,789]"
,,,,,,,Full Text
,,,,,,,Details
,,20,tetrahydrofuran,,,,"Cremer;?Schuhler[Biochemische Zeitschrift,?1949, vol. 320, p. 113]"
,,,,,,,Full Text
,,,,,,,Details
0.0042,in solution,50,H2O,,,,"Eggenberger et al.[Journal of Organic Chemistry,?1949, vol. 14, p. 1109]"
,,,,,,,Full Text
,,,,,,,Details
0.0056,in solution,60,H2O,,,,"Eggenberger et al.[Journal of Organic Chemistry,?1949, vol. 14, p. 1109]"
,,,,,,,Full Text
,,,,,,,Details
,,20,"tetrahydrofuran, H2O",,,,"Cremer;?Schuhler[Biochemische Zeitschrift,?1949, vol. 320, p. 113]"
,,,,,,,Full Text
,,,,,,,Details
0.00106,in pure solvent,25,H2O,,,,"John;?McBain[Journal of the American Oil Chemists' Society,?1948, vol. 25, p. 41][Chem.Abstr.,?1948, p. 2455]"
,,,,,,,Full Text
,,,,,,,Details
0.00222,in pure solvent,50,H2O,,,,"John;?McBain[Journal of the American Oil Chemists' Society,?1948, vol. 25, p. 41][Chem.Abstr.,?1948, p. 2455]"
,,,,,,,Full Text
,,,,,,,Details
,,10,"1,2-dichloro-ethane",,,100 g solvent dissolves. 0.8 g Substance.,"Hoerr;?Sedgwick;?Ralston[Journal of Organic Chemistry,?1946, vol. 11, p. 603,604]"
,,,,,,,Full Text
,,,,,,,Details
,,20,"1,2-dichloro-ethane",,,100 g solvent dissolves. 5.0 g Substance.,"Hoerr;?Sedgwick;?Ralston[Journal of Organic Chemistry,?1946, vol. 11, p. 603,604]"
,,,,,,,Full Text
,,,,,,,Details
,,30,"1,2-dichloro-ethane",,,100 g solvent dissolves. 35.5 g Substance.,"Hoerr;?Sedgwick;?Ralston[Journal of Organic Chemistry,?1946, vol. 11, p. 603,604]"
,,,,,,,Full Text
,,,,,,,Details
,,40,"1,2-dichloro-ethane",,,100 g solvent dissolves. 164 g Substance.,"Hoerr;?Sedgwick;?Ralston[Journal of Organic Chemistry,?1946, vol. 11, p. 603,604]"
,,,,,,,Full Text
,,,,,,,Details
,,50,"1,2-dichloro-ethane",,,100 g solvent dissolves. 1150 g Substance.,"Hoerr;?Sedgwick;?Ralston[Journal of Organic Chemistry,?1946, vol. 11, p. 603,604]"
,,,,,,,Full Text
,,,,,,,Details
,,20,nitromethane,,,100 g solvent dissolves. 0.7 g Substance.,"Hoerr;?Sedgwick;?Ralston[Journal of Organic Chemistry,?1946, vol. 11, p. 603,604]"
,,,,,,,Full Text
,,,,,,,Details
