"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.7,in solution,25,H2O,,,,"Maarse[Recueil des Travaux Chimiques des Pays-Bas,?1914, vol. 33, p. 209]"
,,,,,,,Full Text
,,,,,,,Details
4,in solution,25,ethanol,,,,"Maarse[Recueil des Travaux Chimiques des Pays-Bas,?1914, vol. 33, p. 209]"
,,,,,,,Full Text
,,,,,,,Details
40,in solution,25,acetone,,,,"Maarse[Recueil des Travaux Chimiques des Pays-Bas,?1914, vol. 33, p. 209]"
,,,,,,,Full Text
,,,,,,,Details
0.7,in solution,25,acetic acid,,,,"Maarse[Recueil des Travaux Chimiques des Pays-Bas,?1914, vol. 33, p. 209]"
,,,,,,,Full Text
,,,,,,,Details
