"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,"loeslich in W., Eg.","Drake;?Henderson[Journal of Inorganic and Nuclear Chemistry,?1978, vol. 40, p. 137]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetails
,,10,NH3,,,100 g solvent dissolves. 104.43 g Substance.,"Shino;?Ikegame[Tohoku Daigaku Hisui Yoeki Kagaku Kenkyusho Hokoku,?1953, vol. 3, p. 25 - 28][Chem.Abstr.,?1954, p. 13634]"
,,,,,,,Full Text
,,,,,,,Details
,,20,NH3,,,100 g solvent dissolves. 117.46 g Substance.,"Shino;?Ikegame[Tohoku Daigaku Hisui Yoeki Kagaku Kenkyusho Hokoku,?1953, vol. 3, p. 25 - 28][Chem.Abstr.,?1954, p. 13634]"
,,,,,,,Full Text
,,,,,,,Details
,,0,H2O,,,Solubility :1.27 percent.,"Hetherington;?Braham[Industrial and Engineering Chemistry,?1923, vol. 15, p. 1061][Chemisches Zentralblatt,?1924, vol. 95, # I, p. 165]"
,,,,,,,Full Text
,,,,,,,Details
,,25,H2O,,,Solubility :4.13 percent.,"Hetherington;?Braham[Industrial and Engineering Chemistry,?1923, vol. 15, p. 1061][Chemisches Zentralblatt,?1924, vol. 95, # I, p. 165]"
,,,,,,,Full Text
,,,,,,,Details
,,49.8,H2O,,,Solubility :11.30 percent.,"Hetherington;?Braham[Industrial and Engineering Chemistry,?1923, vol. 15, p. 1061][Chemisches Zentralblatt,?1924, vol. 95, # I, p. 165]"
,,,,,,,Full Text
,,,,,,,Details
,,60.1,H2O,,,Solubility :18.75 percent.,"Hetherington;?Braham[Industrial and Engineering Chemistry,?1923, vol. 15, p. 1061][Chemisches Zentralblatt,?1924, vol. 95, # I, p. 165]"
,,,,,,,Full Text
,,,,,,,Details
,,0,ethanol,,,Solubility :0.94 percent.,"Hetherington;?Braham[Industrial and Engineering Chemistry,?1923, vol. 15, p. 1061][Chemisches Zentralblatt,?1924, vol. 95, # I, p. 165]"
,,,,,,,Full Text
,,,,,,,Details
,,26.4,ethanol,,,Solubility :1.70 percent.,"Hetherington;?Braham[Industrial and Engineering Chemistry,?1923, vol. 15, p. 1061][Chemisches Zentralblatt,?1924, vol. 95, # I, p. 165]"
,,,,,,,Full Text
,,,,,,,Details
,,49.9,ethanol,,,Solubility :3.30 percent.,"Hetherington;?Braham[Industrial and Engineering Chemistry,?1923, vol. 15, p. 1061][Chemisches Zentralblatt,?1924, vol. 95, # I, p. 165]"
,,,,,,,Full Text
,,,,,,,Details
,,60.1,ethanol,,,Solubility :4.13 percent.,"Hetherington;?Braham[Industrial and Engineering Chemistry,?1923, vol. 15, p. 1061][Chemisches Zentralblatt,?1924, vol. 95, # I, p. 165]"
,,,,,,,Full Text
,,,,,,,Details
,,0,diethyl ether,,,Solubility :0.0006 percent.,"Hetherington;?Braham[Industrial and Engineering Chemistry,?1923, vol. 15, p. 1061][Chemisches Zentralblatt,?1924, vol. 95, # I, p. 165]"
,,,,,,,Full Text
,,,,,,,Details
,,35.3,diethyl ether,,,Solubility :0.0026 percent.,"Hetherington;?Braham[Industrial and Engineering Chemistry,?1923, vol. 15, p. 1061][Chemisches Zentralblatt,?1924, vol. 95, # I, p. 165]"
,,,,,,,Full Text
,,,,,,,Details
,,13,H2O,,,100 g solvent dissolves. 2.26 g Substance.,"Pohl[Journal fur praktische Chemie (Leipzig 1954),?1908, vol. <2> 77, p. 542]"
,,,,,,,Full Text
,,,,,,,Details
,,13,ethanol,,,100 g solvent dissolves. 1.26 g Substance.,"Pohl[Journal fur praktische Chemie (Leipzig 1954),?1908, vol. <2> 77, p. 542]"
,,,,,,,Full Text
,,,,,,,Details
,,13,diethyl ether,,,100 g solvent dissolves. 0.01 g Substance.,"Pohl[Journal fur praktische Chemie (Leipzig 1954),?1908, vol. <2> 77, p. 542]"
,,,,,,,Full Text
,,,,,,,Details
,,13,benzene,,,100 g solvent dissolves. 0.01 g Substance.,"Pohl[Journal fur praktische Chemie (Leipzig 1954),?1908, vol. <2> 77, p. 542]"
,,,,,,,Full Text
,,,,,,,Details
