"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,sparingly soluble in water,"Nguyen, Duc Tai;?Han, Sang Yeong;?Yun, Gyeongwon;?Lee, Hojae;?Choi, Insung S.[Chemical Communications,?2023, vol. 59, # 31, p. 4612 - 4615]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,Paragraph 0019,"soluble in methylene chloride and methanol, but insoluble in water","Current Patent Assignee:?GUANXI UNIVERSITY OF CHINESE MEDICINE?- CN116425817,?2023, A"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,20,water,,,Solubility: 1.93E-05 mol/kg,"Elmowafy, Mohammed;?Shalaby, Khaled;?Elkomy, Mohammed H.;?Awad Alsaidan, Omar;?Gomaa, Hesham A.M.;?Abdelgawad, Mohamed A.;?Massoud, Diaa;?Salama, Ayman;?El-Say, Khalid M.[International Journal of Pharmaceutics,?2022, vol. 629, art. no. 122375]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
0.00552,in pure solvent,25,aq. phosphate buffer,,,,"Zhu, Panyong;?Chen, Liyuan;?Zhao, Yulin;?Gao, Chuanzhu;?Yang, Jing;?Liao, Xiali;?Liu, Dan;?Yang, Bo[Journal of Molecular Structure,?2021, vol. 1237, art. no. 130339]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
0.171745,in pure solvent,,water,,,,"Thitilertdecha, Premrutai;?Guy, Richard H.;?Rowan, Michael G.[Journal of Ethnopharmacology,?2014, vol. 154, # 2, p. 400 - 407]"
,,,,,,,Full Text
,,,,,,,Cited 39 timesDetailsAbstract
,in pure solvent,23,water,,,Solubility: 0.01 g/kg,"Malbert, Yannick;?Pizzut-Serin, Sandra;?Massou, Stephane;?Cambon, Emmanuelle;?Laguerre, Sandrine;?Monsan, Pierre;?Lefoulon, Francois;?Morel, Sandrine;?Andre, Isabelle;?Remaud-Simeon, Magali[ChemCatChem,?2014, vol. 6, # 8, p. 2282 - 2291]"
,,,,,,,Full Text
,,,,,,,Cited 32 timesDetailsAbstract
,,,,,,"soluble in Me2CO, EtOH; insoluble in CHCl3, C6H6.","Kislichenko;?Burlaka;?Karpyuk[Chemistry of Natural Compounds,?2013, vol. 49, # 1, p. 133 - 134][Khim. Prir. Soedin.,?2013, vol. 49, # 1, p. 116 - 117,2]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in solution,0,methanol,,,Solubility: 0.046 mol-percent,"Peng, Bin;?Zi, Junqing;?Yan, Weidong[Journal of Chemical and Engineering Data,?2006, vol. 51, # 6, p. 2038 - 2040]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in solution,0,ethanol,,,Solubility: 0.076 mol-percent,"Peng, Bin;?Zi, Junqing;?Yan, Weidong[Journal of Chemical and Engineering Data,?2006, vol. 51, # 6, p. 2038 - 2040]"
,,,,,,,Full Text
,,,,,,,Cited 23 timesDetailsAbstract
,in solution,0,propan-1-ol,,,Solubility: 0.157 mol-percent,"Peng, Bin;?Zi, Junqing;?Yan, Weidong[Journal of Chemical and Engineering Data,?2006, vol. 51, # 6, p. 2038 - 2040]"
