"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,poor aqueous solubility,"Liao, Sha;?Fan, Shi-Yong;?Liu, Qin;?Li, Chang-Kun;?Chen, Jia;?Li, Jing-Lai;?Zhang, Zhi-Wei;?Zhang, Zhen-Qing;?Zhong, Bo-Hua;?Xie, Jian-Wei[Archives of Pharmacal Research,?2014, vol. 37, # 11, p. 1416 - 1425]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
0.064,in pure solvent,,,,,,"An, Ji-Hun;?Kim, Jong-Min;?Chang, Sang-Mok;?Kim, Woo-Sik[Crystal Growth and Design,?2010, vol. 10, # 7, p. 3044 - 3050]"
,,,,,,,Full Text
,,,,,,,Cited 50 timesDetailsAbstract
,in solution,24.99,ethanol,,,Solubility: 3.405485 molpercent,"Hou, Guangyang;?Yin, Qiuxiang;?Yang, Yu;?Hu, Yang;?Zhang, Meijing;?Wang, Jingkang[Journal of Chemical and Engineering Data,?2008, vol. 53, # 4, p. 1021 - 1023]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in solution,24.99,isopropyl alcohol,,,Solubility: 2.520234 molpercent,"Hou, Guangyang;?Yin, Qiuxiang;?Yang, Yu;?Hu, Yang;?Zhang, Meijing;?Wang, Jingkang[Journal of Chemical and Engineering Data,?2008, vol. 53, # 4, p. 1021 - 1023]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in solution,24.99,dichloromethane,,,Solubility: 1.7513285 molpercent,"Hou, Guangyang;?Yin, Qiuxiang;?Yang, Yu;?Hu, Yang;?Zhang, Meijing;?Wang, Jingkang[Journal of Chemical and Engineering Data,?2008, vol. 53, # 4, p. 1021 - 1023]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in solution,24.99,ethyl acetate,,,Solubility: 2.626739 molpercent,"Hou, Guangyang;?Yin, Qiuxiang;?Yang, Yu;?Hu, Yang;?Zhang, Meijing;?Wang, Jingkang[Journal of Chemical and Engineering Data,?2008, vol. 53, # 4, p. 1021 - 1023]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in solution,24.99,acetone,,,Solubility: 6.615383 molpercent,"Hou, Guangyang;?Yin, Qiuxiang;?Yang, Yu;?Hu, Yang;?Zhang, Meijing;?Wang, Jingkang[Journal of Chemical and Engineering Data,?2008, vol. 53, # 4, p. 1021 - 1023]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in solution,24.99,di-isopropyl ether,,,Solubility: 0.003708 molpercent,"Hou, Guangyang;?Yin, Qiuxiang;?Yang, Yu;?Hu, Yang;?Zhang, Meijing;?Wang, Jingkang[Journal of Chemical and Engineering Data,?2008, vol. 53, # 4, p. 1021 - 1023]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in solution,24.99,di-isopropyl ether,,,Solubility: 0.0037085 molpercent,"Hou, Guangyang;?Yin, Qiuxiang;?Yang, Yu;?Hu, Yang;?Zhang, Meijing;?Wang, Jingkang[Journal of Chemical and Engineering Data,?2008, vol. 53, # 4, p. 1021 - 1023]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in solution,24.99,"ethanol, di-isopropyl ether",ethanol (94.8 molpercent); diisopropyl ether (5.2 molpercent),,Solubility: 3.357054 molpercent,"Hou, Guangyang;?Yin, Qiuxiang;?Yang, Yu;?Hu, Yang;?Zhang, Meijing;?Wang, Jingkang[Journal of Chemical and Engineering Data,?2008, vol. 53, # 4, p. 1021 - 1023]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in solution,24.99,"ethanol, di-isopropyl ether",ethanol (89.74 molpercent); diisopropyl ether (10.26 molpercent),,Solubility: 3.12309 molpercent,"Hou, Guangyang;?Yin, Qiuxiang;?Yang, Yu;?Hu, Yang;?Zhang, Meijing;?Wang, Jingkang[Journal of Chemical and Engineering Data,?2008, vol. 53, # 4, p. 1021 - 1023]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
