"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,25,water,,,Solubility: < 0.001 g/kg,"Fan, Jie-Ping;?Lai, Xiao-Hui;?Zhang, Xue-Hong;?Yang, Lu;?Yuan, Tian-Tao;?Chen, Hui-Ping;?Liang, Xianrui[Journal of Molecular Liquids,?2021, vol. 332, art. no. 115837]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in pure solvent,37,water,,,Solubility: < 0.001 g/kg,"Fan, Jie-Ping;?Lai, Xiao-Hui;?Zhang, Xue-Hong;?Yang, Lu;?Yuan, Tian-Tao;?Chen, Hui-Ping;?Liang, Xianrui[Journal of Molecular Liquids,?2021, vol. 332, art. no. 115837]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,,,,,,"soluble at r.t. in chlorobenzene, 1,4-dioxane, chloroform, DMF, DMSO, pyridine, 2-propanol, 1-butanol, 1-pentanol, 1-hexanol, 1-heptanol, 1-octanol, triethylamine, N-methylmorpholine; insoluble at boiling point in benzene; partially soluble at boiling point in toluene, carbon tetrachloride, dichloromethane, formic acid","?zdemir, Zulal;??aman, David;?Bertula, Kia;?Lahtinen, Manu;?Bedn®¢rov®¢, Lucie;?Pazderkov®¢, Mark®¶ta;?R®¢rov®¢, Lucie;?Nonappa;?Wimmer, Zden®ßk[Langmuir,?2021, vol. 37, # 8, p. 2693 - 2706]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,in pure solvent,50.04,"isopropyl alcohol, water",propan-2-ol (0.2681 molpercent),,Solubility: 0.0001067 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,35.04,"isopropyl alcohol, water",propan-2-ol (0.3575 molpercent),,Solubility: 0.0001118 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,40.04,"isopropyl alcohol, water",propan-2-ol (0.3575 molpercent),,Solubility: 0.0001326 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,20.04,"isopropyl alcohol, water",propan-2-ol (0.4734 molpercent),,Solubility: 0.0001429 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,55.04,"isopropyl alcohol, water",propan-2-ol (0.2681 molpercent),,Solubility: 0.0001538 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,45.04,"isopropyl alcohol, water",propan-2-ol (0.3575 molpercent),,Solubility: 0.0001791 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,25.04,"isopropyl alcohol, water",propan-2-ol (0.4734 molpercent),,Solubility: 0.0001939 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,50.04,"isopropyl alcohol, water",propan-2-ol (0.3575 molpercent),,Solubility: 0.0002098 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,60.04,"isopropyl alcohol, water",propan-2-ol (0.2681 molpercent),,Solubility: 0.0002193 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,30.04,"isopropyl alcohol, water",propan-2-ol (0.4734 molpercent),,Solubility: 0.0002292 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,35.04,"isopropyl alcohol, water",propan-2-ol (0.4734 molpercent),,Solubility: 0.0002712 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,55.04,"isopropyl alcohol, water",propan-2-ol (0.3575 molpercent),,Solubility: 0.0002815 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,40.04,"isopropyl alcohol, water",propan-2-ol (0.4734 molpercent),,Solubility: 0.0003263 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,45.04,"isopropyl alcohol, water",propan-2-ol (0.4734 molpercent),,Solubility: 0.0003639 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,60.04,"isopropyl alcohol, water",propan-2-ol (0.3575 molpercent),,Solubility: 0.0004588 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,50.04,"isopropyl alcohol, water",propan-2-ol (0.4734 molpercent),,Solubility: 0.0005503 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,55.04,"isopropyl alcohol, water",propan-2-ol (0.4734 molpercent),,Solubility: 0.0006131 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in pure solvent,60.04,"isopropyl alcohol, water",propan-2-ol (0.4734 molpercent),,Solubility: 0.0006528 molpercent,"Cao, Ya-Hui;?Chen, Hui-Ping;?Fan, Jie-Ping;?Lai, Xiao-Hui;?Tian, Xin;?Zhang, Xue-Hong[Journal of Chemical and Engineering Data,?2021, vol. 66, # 1, p. 684 - 691]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
