"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,20,H2O,,,Solubility :58 Gew.- percent.,"Godchot;?Vieles[Bulletin de la Societe Chimique de France,?1937, vol. <5>4, p. 938]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,Solubility :85 Gew.- percent.,"Godchot;?Vieles[Bulletin de la Societe Chimique de France,?1937, vol. <5>4, p. 938]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,Solubility :1.3 Gew.- percent.,"Godchot;?Vieles[Bulletin de la Societe Chimique de France,?1937, vol. <5>4, p. 938]"
,,,,,,,Full Text
,,,,,,,Details
,,,acetone,,,Solubility :4.7 Gew.- percent.in boiling solvent.,"Godchot;?Vieles[Bulletin de la Societe Chimique de France,?1937, vol. <5>4, p. 938]"
,,,,,,,Full Text
,,,,,,,Details
