"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,sol. in liquid H2S;,"Audrieth, L. F.[1959, vol. 20, p. 57 - 69]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: P: MVol.C, 242, page 553 - 555]"
,,,,,,,Full Text
,,,,,,,Details
,,60,acetic acid,,,Solubility: 1.37E1 weight-percent,"Yokoyama, M.;?Yamada, F.[1958, vol. 6, p. 94 - 98][C. A.,?1959, p. 15713]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: P: MVol.C, 243, page 555 - 557]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,Solubility: 1.67E1 weight-percent,"Yokoyama, M.;?Yamada, F.[1958, vol. 6, p. 94 - 98][C. A.,?1959, p. 15713]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: P: MVol.C, 243, page 555 - 557]"
,,,,,,,Full Text
,,,,,,,Details
,,15,petroleum ether,,,Solubility: 1.71E1 weight-percent,"Yokoyama, M.;?Yamada, F.[1958, vol. 6, p. 94 - 98][C. A.,?1959, p. 15713]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: P: MVol.C, 243, page 555 - 557]"
,,,,,,,Full Text
,,,,,,,Details
,,20,dioxane,,,Solubility: 1.89E1 weight-percent,"Yokoyama, M.;?Yamada, F.[1958, vol. 6, p. 94 - 98][C. A.,?1959, p. 15713]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: P: MVol.C, 243, page 555 - 557]"
,,,,,,,Full Text
,,,,,,,Details
,,20,cyclohexane,,,Solubility: 2.23E1 weight-percent,"Yokoyama, M.;?Yamada, F.[1958, vol. 6, p. 94 - 98][C. A.,?1959, p. 15713]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: P: MVol.C, 243, page 555 - 557]"
,,,,,,,Full Text
,,,,,,,Details
,,25,petroleum ether,,,Solubility: 2.23E1 weight-percent,"Yokoyama, M.;?Yamada, F.[1958, vol. 6, p. 94 - 98][C. A.,?1959, p. 15713]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: P: MVol.C, 243, page 555 - 557]"
,,,,,,,Full Text
,,,,,,,Details
,,40,dioxane,,,Solubility: 2.26E1 weight-percent,"Yokoyama, M.;?Yamada, F.[1958, vol. 6, p. 94 - 98][C. A.,?1959, p. 15713]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: P: MVol.C, 243, page 555 - 557]"
,,,,,,,Full Text
,,,,,,,Details
