"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.14,in solution,20,H2O,,,,"Ng;?Poe[Journal of the American Pharmaceutical Association (1912),?1956, vol. 45, p. 351]"
,,,,,,,Full Text
,,,,,,,Details
0.6,in solution,75,H2O,,,,"Ng;?Poe[Journal of the American Pharmaceutical Association (1912),?1956, vol. 45, p. 351]"
,,,,,,,Full Text
,,,,,,,Details
2.6,in pure solvent,15,CCl4,,,,"Dott[Pharmaceutical Journal,?1938, vol. 140, p. 357]"
,,,,,,,Full Text
,,,,,,,Details
,,20,H2O,,,100 g solvent dissolves. 0.016 g Substance.,"Dhar[Zeitschrift fur Anorganische und Allgemeine Chemie,?1926, vol. 155, p. 46]"
,,,,,,,Full Text
,,,,,,,Details
,,20,CHCl3,,,100 g solvent dissolves. 10.25 g Substance.,"Dhar[Zeitschrift fur Anorganische und Allgemeine Chemie,?1926, vol. 155, p. 46]"
,,,,,,,Full Text
,,,,,,,Details
,,15,H2O,,,100 g solvent dissolves. 0.014 g Substance.,"Zeehuisen[Naunyn-Schmiedebergs Archiv fur Experimentelle Pathologie und Pharmakologie,?1920, vol. 86, p. 366][Chemisches Zentralblatt,?1920, vol. 91, # III, p. 668]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Scholtz[Archiv der Pharmazie,?1912, vol. 250, p. 423]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Kolthoff[Biochemische Zeitschrift,?1925, vol. 162, p. 340][Pharmaceutical Journal, vol. 118, p. 126][Chemisches Zentralblatt,?1927, vol. 98, # I, p. 2116]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Baroni;?Borlinetto[vol. 60, p. 193][Chemisches Zentralblatt,?1911, vol. 82, # II, p. 93]"
,,,,,,,Full Text
,,,,,,,Details
1.32,in pure solvent,15,acetone,,,,"Harvey;?Back[Analyst,?1921, vol. 46, p. 188,192]"
,,,,,,,Full Text
,,,,,,,Details
0.34,in pure solvent,15,diethyl ether,,,,"Harvey;?Back[Analyst,?1921, vol. 46, p. 188,192]"
,,,,,,,Full Text
