"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,water-soluble,"Soonthonhut, Siraporn;?Acharasatian, Peera[Synlett,?2022, vol. 33, # 14, p. 1347 - 1352]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,,,,,,good solubility in water,"?al??kan, Melike;?Akay, Sema;?Baran, Talat;?Kayan, Berkant[Journal of Organometallic Chemistry,?2021, vol. 950]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,,,,,not soluble in water,"Huang, Haifeng;?Shi, Yameng;?Li, Hui;?Li, Hongli;?Pang, Aimin;?Yang, Jun[Organic Letters,?2020, vol. 22, # 15, p. 5866 - 5869]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,,,,,,"insoluble in water at room temperature, slightly soluble in aqueous NH3?(solubility<0.1%) at room temperature","Li, Yan;?Shi, Ruhui;?Lin, Weiwei;?Cheng, Haiyang;?Zhang, Chao;?Arai, Masahiko;?Zhao, Fengyu[Molecular catalysis,?2019, vol. 475, art. no. 110462]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,,,,,soluble in acetonitrile,"Mohamed, Ahmed A.;?Neal, Sabine N.;?Atallah, Baraa;?AlBab, Nemat D.;?Alawadhi, Hussain A.;?Pajouhafsar, Yasmin;?Abdou, Hanan E.;?(°≠)?Reibenspies, Joseph H.;?Chehimi, Mohamed M.[Journal of Organometallic Chemistry,?2018, vol. 877, p. 1 - 11]"
,,,,,,,Full Text
,,,,,,,Cited 18 timesDetailsAbstract
,,,,,,readily soluble in water and alcohol,"Edison, Thomas Nesakumar Jebakumar Immanuel;?Sethuraman, Mathur Gopalakrishnan;?Lee, Yong Rok[Research on Chemical Intermediates,?2016, vol. 42, # 2, p. 713 - 724]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
,,,,,,relatively low solubility in common solvents (like chloroform or dichloromethane),"Wielgus, Ma?gorzata;?Michalska, Joanna;?Samoc, Marek;?Bartkowiak, Wojciech[Dyes and Pigments,?2015, vol. 113, p. 426 - 434]"
,,,,,,,Full Text
,,,,,,,Cited 24 timesDetailsAbstract
,in solution,49.99,ethanol,,,"Solubility: 10,86 g/100g solvent","Zhao, Hong-Kun;?Zhang, Fang;?Zhang, Yi-Lan[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5328 - 5331]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,-0.01,ethanol,,,"Solubility: 3,27 g/100g solvent","Zhao, Hong-Kun;?Zhang, Fang;?Zhang, Yi-Lan[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5328 - 5331]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,24.99,ethanol,,,"Solubility: 5,77 g/100g solvent","Zhao, Hong-Kun;?Zhang, Fang;?Zhang, Yi-Lan[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5328 - 5331]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
1729.39,in pure solvent,25,acetonitrile,,,,"Huyskens, Francois;?Morissen, Heidi;?Huyskens, Pierre[Journal of Molecular Structure,?1998, vol. 441, # 1, p. 17 - 25]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in pure solvent,25,2-methyl-propan-2-ol,,,Solubility: 1.87 vol-percent,"Huyskens, Francois;?Morissen, Heidi;?Huyskens, Pierre[Journal of Molecular Structure,?1998, vol. 441, # 1, p. 17 - 25]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in pure solvent,25,pentan-1-ol,,,Solubility: 1.22 vol-percent,"Huyskens, Francois;?Morissen, Heidi;?Huyskens, Pierre[Journal of Molecular Structure,?1998, vol. 441, # 1, p. 17 - 25]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in pure solvent,25,propan-2-ol,,,Solubility: 2.02 vol-percent,"Huyskens, Francois;?Morissen, Heidi;?Huyskens, Pierre[Journal of Molecular Structure,?1998, vol. 441, # 1, p. 17 - 25]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in pure solvent,25,propan-1-ol,,,Solubility: 2.16 vol-percent,"Huyskens, Francois;?Morissen, Heidi;?Huyskens, Pierre[Journal of Molecular Structure,?1998, vol. 441, # 1, p. 17 - 25]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in pure solvent,25,butan-1-ol,,,Solubility: 1.55 vol-percent,"Huyskens, Francois;?Morissen, Heidi;?Huyskens, Pierre[Journal of Molecular Structure,?1998, vol. 441, # 1, p. 17 - 25]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in pure solvent,25,methanol,,,Solubility: 4.70 vol-percent,"Huyskens, Francois;?Morissen, Heidi;?Huyskens, Pierre[Journal of Molecular Structure,?1998, vol. 441, # 1, p. 17 - 25]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in pure solvent,25,ethanol,,,Solubility: 3.55 vol-percent,"Huyskens, Francois;?Morissen, Heidi;?Huyskens, Pierre[Journal of Molecular Structure,?1998, vol. 441, # 1, p. 17 - 25]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in pure solvent,25,CH2Cl2,,,Solubility: 2.18 vol-percent,"Huyskens, Francois;?Morissen, Heidi;?Huyskens, Pierre[Journal of Molecular Structure,?1998, vol. 441, # 1, p. 17 - 25]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
