"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,18,methanol,,,100 g solvent dissolves. 7.9 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,18,phenylmethanol,,,100 g solvent dissolves. 3.8 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,18,acetone,,,100 g solvent dissolves. 2.2 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,18,ethyl acetate,,,100 g solvent dissolves. 0.3 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,18,ethyl nitrate,,,100 g solvent dissolves. 0.2 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,18,nitrobenzene,,,100 g solvent dissolves. 0.2 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,50,methanol,,,100 g solvent dissolves. 23.2 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,50,phenylmethanol,,,100 g solvent dissolves. 11.1 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,50,acetone,,,100 g solvent dissolves. 5.4 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethyl acetate,,,100 g solvent dissolves. 0.9 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethyl nitrate,,,100 g solvent dissolves. 0.6 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
,,50,nitrobenzene,,,100 g solvent dissolves. 0.8 g Substance.,"Dimroth[Justus Liebigs Annalen der Chemie,?1913, vol. 399, p. 108]"
,,,,,,,Full Text
,,,,,,,Details
