"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
119,in solution,,H2O,,,,"Raistrick;?Smith[Biochemical Journal,?1935, vol. 29, p. 606,609,610]"
,,,,,,,Full Text
,,,,,,,Details
105,in solution,,ethanol,,,,"Raistrick;?Smith[Biochemical Journal,?1935, vol. 29, p. 606,609,610]"
,,,,,,,Full Text
,,,,,,,Details
57.5,in solution,,acetone,,,,"Raistrick;?Smith[Biochemical Journal,?1935, vol. 29, p. 606,609,610]"
,,,,,,,Full Text
,,,,,,,Details
7.5,in solution,,CHCl3,,,,"Raistrick;?Smith[Biochemical Journal,?1935, vol. 29, p. 606,609,610]"
,,,,,,,Full Text
,,,,,,,Details
3.2,in solution,,diethyl ether,,,,"Raistrick;?Smith[Biochemical Journal,?1935, vol. 29, p. 606,609,610]"
,,,,,,,Full Text
,,,,,,,Details
0.2,in solution,,benzene,,,,"Raistrick;?Smith[Biochemical Journal,?1935, vol. 29, p. 606,609,610]"
,,,,,,,Full Text
,,,,,,,Details
