"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,20,H2O,,,600 g solvent dissolves. 1 g Substance.,"Lavoye[1948, p. 450]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethanol,,,14 g solvent dissolves. 1 g Substance.,"Lavoye[1948, p. 450]"
,,,,,,,Full Text
,,,,,,,Details
,,20,diethyl ether,,,27 g solvent dissolves. 1 g Substance.,"Lavoye[1948, p. 450]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,4.5 g solvent dissolves. 1 g Substance.,"Lavoye[1948, p. 450]"
,,,,,,,Full Text
,,,,,,,Details
,,20,CHCl3,,,2.7 g solvent dissolves. 1 g Substance.,"Lavoye[1948, p. 450]"
,,,,,,,Full Text
,,,,,,,Details
,,20,benzene,,,11 g solvent dissolves. 1 g Substance.,"Lavoye[1948, p. 450]"
,,,,,,,Full Text
,,,,,,,Details
