"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,ethanol,,,,"Kyle;?Marrian[Biochemical Journal,?1951, vol. 49, p. 80,81]"
,,,,,,,Full Text
,,,,,,,Details
,,,acetone,,,,"Kyle;?Marrian[Biochemical Journal,?1951, vol. 49, p. 80,81]"
,,,,,,,Full Text
,,,,,,,Details
,,,benzene,,,,"Kyle;?Marrian[Biochemical Journal,?1951, vol. 49, p. 80,81]"
,,,,,,,Full Text
,,,,,,,Details
,,,CHCl3,,,,"Kyle;?Marrian[Biochemical Journal,?1951, vol. 49, p. 80,81]"
,,,,,,,Full Text
,,,,,,,Details
,,,methanol,,,,"Kyle;?Marrian[Biochemical Journal,?1951, vol. 49, p. 80,81]"
,,,,,,,Full Text
,,,,,,,Details
6.8,in solution,15,aq. ethanol,,,,"de Jongh;?Kober;?Laqueur[Biochemische Zeitschrift,?1931, vol. 240, p. 247,253-258]"
,,,,,,,Full Text
,,,,,,,Details
22,in solution,,aq. ethanol,,,in boiling solvent.,"de Jongh;?Kober;?Laqueur[Biochemische Zeitschrift,?1931, vol. 240, p. 247,253-258]"
,,,,,,,Full Text
,,,,,,,Details
0.43,in solution,15,acetone,,,,"de Jongh;?Kober;?Laqueur[Biochemische Zeitschrift,?1931, vol. 240, p. 247,253-258]"
,,,,,,,Full Text
,,,,,,,Details
2.5,in solution,,acetone,,,in boiling solvent.,"de Jongh;?Kober;?Laqueur[Biochemische Zeitschrift,?1931, vol. 240, p. 247,253-258]"
,,,,,,,Full Text
,,,,,,,Details
