"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
1.6,in solution,25,H2O,,,,"Maarse[Recueil des Travaux Chimiques des Pays-Bas,?1914, vol. 33, p. 209]"
,,,,,,,Full Text
,,,,,,,Details
2.1,in solution,25,acetic acid,,,,"Maarse[Recueil des Travaux Chimiques des Pays-Bas,?1914, vol. 33, p. 209]"
,,,,,,,Full Text
,,,,,,,Details
12,in solution,25,ethanol,,,,"Maarse[Recueil des Travaux Chimiques des Pays-Bas,?1914, vol. 33, p. 209]"
,,,,,,,Full Text
,,,,,,,Details
41,in solution,25,acetone,,,,"Maarse[Recueil des Travaux Chimiques des Pays-Bas,?1914, vol. 33, p. 209]"
,,,,,,,Full Text
,,,,,,,Details
