"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,water soluble,"Arya, Anand Kumar;?Rana, Kulbhushan;?Kumar, Mahendra[Letters in drug design and discovery,?2014, vol. 11, # 5, p. 594 - 600]"
,,,,,,,Full Text
,,,,,,,Cited 22 timesDetailsAbstract
,,,,,,"completely soluble in water, sparingly solubility in methanol, and insoluble in acetone, ethanol, acetonitrile, and ether","Toche;?Janrao;?Gangurde;?Nikam[Synthetic Communications,?2013, vol. 43, # 18, p. 2527 - 2535]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,,,,,,soluble in H2O,"Maksin, V. I.;?Standritchuk, O. Z.[Journal of applied chemistry of the USSR,?1989, vol. 62, p. 2104 - 2110][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1989, vol. 62, p. 2267 - 2274]"
,,,,,,,Full Text
,,,,,,,Details
,,25,H2O,,,Solubility: 1.875E1 weight-percent - 1.881E1 weight-percent,"Ricci, J. E.;?Selikson, B.[Journal of the American Chemical Society,?1947, vol. 69, p. 995 - 998]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetails
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
149.429,,12,H2O,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Oberhauser, F.;?Urbina, H. E.[1946, vol. 3, p. 109 - 117][C. A.,?1947, p. 1944]"
,,,,,,,Full Text
,,,,,,,Details
400.03,,78,H2O,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Oberhauser, F.;?Urbina, H. E.[1946, vol. 3, p. 109 - 117][C. A.,?1947, p. 1944]"
,,,,,,,Full Text
,,,,,,,Details
,,,water,,,Solubility: 1.468E1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,water,,,Solubility: 1.856E1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,water,,,Solubility: 2.132E1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,water,,,Solubility: 2.609E1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,water,,,Solubility: 2.949E1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,water,,,Solubility: 3.282E1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,water,,,Solubility: 3.710E1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,water,,,Solubility: 4.191E1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,water,,,Solubility: 4.708E1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,easily sol. in liquid ammonia;,"Butler, M. J.;?Smith, G. F.;?Audrieth, L. F.[Industrial and Engineering Chemistry, Analytical Edition,?1938, vol. 10, p. 690 - 692]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Schmidt, M.[Journal fur praktische Chemie (Leipzig 1954),?1891, vol. 44, p. 513 - 535]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 32, page 1598 - 1599]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,"insol. in CS2, hydrocarbons, chloried hydrocarbons;","Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 32, page 1598 - 1599]"
,,,,,,,Full Text
,,,,,,,Details
,,,formamide,,,Solubility: 2.0E1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 32, page 1598 - 1599]"
,,,,,,,Full Text
,,,,,,,Details
,,,sulfuric acid,,,Solubility: 2.38E0 g/100g,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 32, page 1598 - 1599]"
,,,,,,,Full Text
,,,,,,,Details
,,,methanol,,,Solubility: 4.3E0 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 32, page 1598 - 1599]"
,,,,,,,Full Text
,,,,,,,Details
,,,acetone,,,Solubility: 4.E-1 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 32, page 1598 - 1599]"
,,,,,,,Full Text
,,,,,,,Details
,,,diethyl ether,,,Solubility: 9.E-3 g/100g solvent,"Cupery, M. E.[Industrial and Engineering Chemistry,?1938, vol. 30, p. 627 - 631]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 32, page 1598 - 1599]"
,,,,,,,Full Text
,,,,,,,Details
,,0,H2O,,,Solubility: 1.468E1 g/100g solvent,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
,,10,H2O,,,Solubility: 1.856E1 g/100g solvent,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
,,20,H2O,,,Solubility: 2.132E1 g/100g solvent,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
,,30,H2O,,,Solubility: 2.609E1 g/100g solvent,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
,,40,H2O,,,Solubility: 2.949E1 g/100g solvent,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
,,50,H2O,,,Solubility: 3.282E1 g/100g solvent,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
,,60,H2O,,,Solubility: 3.710E1 g/100g solvent,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
,,70,H2O,,,Solubility: 4.191E1 g/100g solvent,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
,,80,H2O,,,Solubility: 4.708E1 g/100g solvent,"No author[Gmelin Handbuch der Anorganischen Chemie, Gmelin Handbook: S: MVol.B3, 29, page 1590 - 1593]"
,,,,,,,Full Text
,,,,,,,Details
