"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,18,acetic acid,,,100 g solvent dissolves. 9.57 g Substance.,"Cheymol[Bulletin de la Societe Chimique de France,?1938, vol. <5> 5, p. 642,652]"
,,,,,,,Full Text
,,,,,,,Details
,,18,H2O,,,100 g solvent dissolves. 21.1 g Substance.,"Bourdier[Journal de Pharmacie et de Chimie,?1908, vol. <6> 27, p. 49,52, 101, 107]"
,,,,,,,Full Text
,,,,,,,Details
,,18,ethanol,,,100 g solvent dissolves. 1.15 g Substance.,"Bourdier[Journal de Pharmacie et de Chimie,?1908, vol. <6> 27, p. 49,52, 101, 107]"
,,,,,,,Full Text
,,,,,,,Details
,,18,methanol,,,100 g solvent dissolves. 4.2 g Substance.,"Bourdier[Journal de Pharmacie et de Chimie,?1908, vol. <6> 27, p. 49,52, 101, 107]"
,,,,,,,Full Text
,,,,,,,Details
,,18,ethyl acetate,,,100 g solvent dissolves. 0.42 g Substance.,"Bourdier[Journal de Pharmacie et de Chimie,?1908, vol. <6> 27, p. 49,52, 101, 107]"
,,,,,,,Full Text
,,,,,,,Details
,,18,acetone,,,100 g solvent dissolves. 0.91 g Substance.,"Bourdier[Journal de Pharmacie et de Chimie,?1908, vol. <6> 27, p. 49,52, 101, 107]"
,,,,,,,Full Text
,,,,,,,Details
