"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.56,in solution,25,light petroleum,,,,"Ambrose;?DeEds[Journal of Pharmacology and Experimental Therapeutics,?1946, vol. 88, p. 173,174]"
,,,,,,,Full Text
,,,,,,,Details
5.78,in solution,25,diethyl ether,,,,"Ambrose;?DeEds[Journal of Pharmacology and Experimental Therapeutics,?1946, vol. 88, p. 173,174]"
,,,,,,,Full Text
,,,,,,,Details
7.08,in solution,25,ethanol,,,,"Ambrose;?DeEds[Journal of Pharmacology and Experimental Therapeutics,?1946, vol. 88, p. 173,174]"
,,,,,,,Full Text
,,,,,,,Details
21.1,in solution,25,ethyl acetate,,,,"Ambrose;?DeEds[Journal of Pharmacology and Experimental Therapeutics,?1946, vol. 88, p. 173,174]"
,,,,,,,Full Text
,,,,,,,Details
28.58,in solution,25,benzene,,,,"Ambrose;?DeEds[Journal of Pharmacology and Experimental Therapeutics,?1946, vol. 88, p. 173,174]"
,,,,,,,Full Text
,,,,,,,Details
49.4,in solution,25,acetone,,,,"Ambrose;?DeEds[Journal of Pharmacology and Experimental Therapeutics,?1946, vol. 88, p. 173,174]"
,,,,,,,Full Text
,,,,,,,Details
77.4,in solution,25,CHCl3,,,,"Ambrose;?DeEds[Journal of Pharmacology and Experimental Therapeutics,?1946, vol. 88, p. 173,174]"
,,,,,,,Full Text
,,,,,,,Details
