"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
17,in solution,20,ethanol,,,,"Farlow et al.[Journal of the American Chemical Society,?1948, vol. 70, p. 1393]"
,,,,,,,Full Text
,,,,,,,Details
12,in solution,20,dioxane,,,,"Farlow et al.[Journal of the American Chemical Society,?1948, vol. 70, p. 1393]"
,,,,,,,Full Text
,,,,,,,Details
0.16,in solution,20,diethyl ether,,,,"Farlow et al.[Journal of the American Chemical Society,?1948, vol. 70, p. 1393]"
,,,,,,,Full Text
,,,,,,,Details
0.16,in solution,20,trichloroethene,,,,"Farlow et al.[Journal of the American Chemical Society,?1948, vol. 70, p. 1393]"
,,,,,,,Full Text
,,,,,,,Details
0.1,in solution,20,acetone,,,,"Farlow et al.[Journal of the American Chemical Society,?1948, vol. 70, p. 1393]"
,,,,,,,Full Text
,,,,,,,Details
