"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,24.79,isopropyl alcohol,,,Solubility: 0.05418 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,27.09,isopropyl alcohol,,,Solubility: 0.0643 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,30.29,isopropyl alcohol,,,Solubility: 0.07174 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,34.89,isopropyl alcohol,,,Solubility: 0.09518 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,39.49,isopropyl alcohol,,,Solubility: 0.1264 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,43.19,isopropyl alcohol,,,Solubility: 0.1471 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,47.59,isopropyl alcohol,,,Solubility: 0.1903 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,50.69,isopropyl alcohol,,,Solubility: 0.212 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,54.29,isopropyl alcohol,,,Solubility: 0.2616 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,58.79,isopropyl alcohol,,,Solubility: 0.3111 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,62.49,isopropyl alcohol,,,Solubility: 0.368 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,67.09,isopropyl alcohol,,,Solubility: 0.4561 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,27.34,propan-1-ol,,,Solubility: 0.07957 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,30.09,propan-1-ol,,,Solubility: 0.09328 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,33.59,propan-1-ol,,,Solubility: 0.1085 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,36.74,propan-1-ol,,,Solubility: 0.1248 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,39.54,propan-1-ol,,,Solubility: 0.142 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,43.99,propan-1-ol,,,Solubility: 0.1723 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,48.51,propan-1-ol,,,Solubility: 0.2075 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,51.69,propan-1-ol,,,Solubility: 0.2352 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,54.79,propan-1-ol,,,Solubility: 0.2696 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,59.49,propan-1-ol,,,Solubility: 0.3216 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,63.69,propan-1-ol,,,Solubility: 0.3825 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,68.49,propan-1-ol,,,Solubility: 0.463 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,24.59,dimethyl sulfoxide,,,Solubility: 0.4228 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,30.14,dimethyl sulfoxide,,,Solubility: 0.5146 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,37.9,dimethyl sulfoxide,,,Solubility: 0.7724 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,41.99,dimethyl sulfoxide,,,Solubility: 0.8435 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,45.89,dimethyl sulfoxide,,,Solubility: 0.9664 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,51.09,dimethyl sulfoxide,,,Solubility: 1.117 molpercent,"Li, Hua;?Wang, Hongkai;?Zhao, Lei[Journal of Chemical and Engineering Data,?2011, vol. 56, # 4, p. 1134 - 1138]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
