"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,21,ethanol,,,100 g solvent dissolves. 0.6 g Substance.,"Breusch;?Ulusoy[Archives of Biochemistry,?1946, vol. 11, p. 489,490]"
,,,,,,,Full Text
,,,,,,,Details
,,21,diethyl ether,,,100 g solvent dissolves. 6.5 g Substance.,"Breusch;?Ulusoy[Archives of Biochemistry,?1946, vol. 11, p. 489,490]"
,,,,,,,Full Text
,,,,,,,Details
,,21,acetone,,,100 g solvent dissolves. 14.2 g Substance.,"Breusch;?Ulusoy[Archives of Biochemistry,?1946, vol. 11, p. 489,490]"
,,,,,,,Full Text
,,,,,,,Details
,,21,ethyl acetate,,,100 g solvent dissolves. 12.1 g Substance.,"Breusch;?Ulusoy[Archives of Biochemistry,?1946, vol. 11, p. 489,490]"
,,,,,,,Full Text
,,,,,,,Details
