"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,soluble in DMSO,"Naseem, Hafiza Ammara;?Aziz, Tariq;?Shah, Habib-ur-Rehman;?Ahmad, Khalil;?Parveen, Sajidah;?Ashfaq, Muhammad[Journal of Molecular Structure,?2021, vol. 1227, art. no. 129574]"
,,,,,,,Full Text
,,,,,,,Cited 21 timesDetailsAbstract
,,,,,,water-soluble,"Ak?n, ?afak;?Demir, Elif Ayazoglu;?Colak, Ahmet;?Kolcuoglu, Yakup;?Yildirim, Nuri;?Bekircan, Olcay[Journal of Molecular Structure,?2019, vol. 1175, p. 280 - 286]"
,,,,,,,Full Text
,,,,,,,Cited 29 timesDetailsAbstract
27.4,in pure solvent,25,water,,,,"Liu, Xiaoli;?Jiang, Qixing;?Xia, Wenshui[International Journal of Biological Macromolecules,?2018, vol. 113, p. 1125 - 1133]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
,in solution,1.5,acetone,,,Solubility: 0.0048 mol-percent,"Krivankova;?Marcisinova;?Sohnel[Journal of Chemical and Engineering Data,?1992, vol. 37, # 1, p. 23 - 24]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,15,acetone,,,Solubility: 0.0072 mol-percent,"Krivankova;?Marcisinova;?Sohnel[Journal of Chemical and Engineering Data,?1992, vol. 37, # 1, p. 23 - 24]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,23,acetone,,,Solubility: 0.0106 mol-percent,"Krivankova;?Marcisinova;?Sohnel[Journal of Chemical and Engineering Data,?1992, vol. 37, # 1, p. 23 - 24]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,30.5,acetone,,,Solubility: 0.0136 mol-percent,"Krivankova;?Marcisinova;?Sohnel[Journal of Chemical and Engineering Data,?1992, vol. 37, # 1, p. 23 - 24]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,40,acetone,,,Solubility: 0.0175 mol-percent,"Krivankova;?Marcisinova;?Sohnel[Journal of Chemical and Engineering Data,?1992, vol. 37, # 1, p. 23 - 24]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,50,acetone,,,Solubility: 0.0227 mol-percent,"Krivankova;?Marcisinova;?Sohnel[Journal of Chemical and Engineering Data,?1992, vol. 37, # 1, p. 23 - 24]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
,in solution,57,acetone,,,Solubility: 0.0260 mol-percent,"Krivankova;?Marcisinova;?Sohnel[Journal of Chemical and Engineering Data,?1992, vol. 37, # 1, p. 23 - 24]"
,,,,,,,Full Text
